attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final
16,0,172,239,267,0,7,-1.0,1.1,17.0,204.4,1.9,0.6,0.2,10.0,7.0,35.39,0.22,19,0.0,3.12
15,0,70,203,257,0,1,-1.0,2.0,2.5,27.5,1.0,0.6,0.0,10.0,1.0,0.0,0.0,6,0.0,2.71
10,0,45,191,205,0,4,-1.0,1.2,0.0,15.6,0.8,0.8,0.0,10.0,0.0,0.0,0.0,2,0.0,5.84
18,0,55,376,390,0,5,5.0,1.4,0.0,17.4,0.8,0.6,0.0,10.0,0.0,2665.67,0.0,7,0.0,7.83
18,0,61,259,266,0,3,0.0,1.0,0.9,43.5,1.0,1.0,0.7,10.0,1.0,704.62,0.0,60,0.0,7.07
43,0,45,456,470,0,2,0.0,1.2,0.0,14.1,0.7,0.7,0.0,10.0,0.0,3526.5,0.0,6,0.0,1.64
14,0,2,199,214,0,5,-1.0,2.0,0.1,17.8,0.6,0.3,0.3,10.0,0.0,0.0,0.07,8,0.0,5.11
15,0,35,255,277,0,4,0.0,1.7,0.0,20.4,1.0,0.8,0.0,10.0,0.0,0.0,0.0,18,0.0,2.03
23,0,45,359,373,0,7,-1.0,2.0,7.8,96.9,0.9,0.7,1.0,10.0,1.0,22.91,0.03,31,1.56,5.02
10,0,33,190,204,0,1,-1.0,1.4,0.9,19.4,0.8,0.8,0.0,10.0,1.0,0.0,0.0,12,0.0,3.25
14,0,206,218,232,0,5,-1.0,1.8,6.5,98.8,1.6,0.6,0.0,10.0,8.0,80.62,0.15,44,0.0,1.45
17,0,87,275,289,0,2,-1.0,1.3,1.3,27.8,1.3,0.6,0.2,10.0,1.0,2024.2,0.11,8,0.0,3.93
10,0,33,190,204,0,2,-1.0,2.0,0.0,15.2,0.9,0.9,0.0,10.0,0.0,0.0,0.0,5,0.0,1.99
26,0,111,362,384,0,3,-1.0,0.2,2.9,46.0,1.5,0.6,0.0,10.0,3.0,4460.5,0.1,46,0.0,5.01
84,0,264,1350,1399,0,7,5.0,1.4,11.1,84.4,1.9,0.8,1.5,10.0,3.0,271.93,0.09,26,0.0,5.71
133,24,373,1630,1699,24,17,-1.0,0.6,57.9,389.3,3.1,0.7,4.5,10.0,3.0,12.89,0.06,28,1.36,2.77
11,0,187,179,193,0,3,-1.0,2.0,0.3,14.1,0.7,0.5,0.0,10.0,0.0,4343.5,0.05,7,0.0,2.54
46,0,224,750,764,0,3,5.0,1.3,2.6,54.6,1.2,0.8,0.2,10.0,2.0,55.44,0.0,3,1.38,7.55
51,0,66,768,791,0,7,10.0,1.0,26.3,222.9,1.6,0.8,2.9,10.0,4.0,22.76,0.05,74,1.44,7.12
29,0,823,847,860,0,3,-1.0,1.8,25.0,351.4,3.2,0.1,0.2,10.0,7.0,8.56,0.34,44,0.0,1.17
78,60,45,1217,1177,60,7,0.0,0.5,6.6,72.2,0.7,0.5,0.8,10.0,2.0,126.68,0.05,23,0.36,2.63
33,0,179,541,548,0,3,-1.0,2.0,2.6,48.9,2.2,0.7,1.2,10.0,4.0,730.62,0.22,26,0.0,2.08
93,0,242,1478,1491,0,16,5.0,1.8,0.9,170.3,2.3,0.3,0.7,10.0,10.0,1903.44,0.47,9,0.0,5.09
15,0,50,213,235,0,6,0.0,1.5,0.0,19.9,1.3,1.0,0.1,10.0,0.0,479.3,0.0,6,0.21,3.16
98,0,155,1637,1650,0,8,5.0,2.0,4.2,90.4,3.7,0.7,0.1,10.0,3.0,59.62,0.2,43,0.04,5.46
19,0,82,270,304,0,2,-1.0,1.8,1.3,27.5,1.3,0.6,0.5,10.0,2.0,0.0,0.07,19,0.0,5.15
72,46,588,1531,1544,46,10,0.0,2.0,17.7,160.3,1.0,1.0,0.8,10.0,3.0,24.21,0.0,72,1.13,4.2
22,6,84,190,194,6,4,-1.0,1.5,1.8,124.9,1.1,0.3,1.3,7.0,2.0,7.78,0.38,41,0.88,5.14
234,29,513,2507,2526,29,18,0.0,1.8,49.0,693.7,6.3,0.4,12.6,7.0,6.0,4.57,0.41,249,1.38,2.62
7,6,15,72,76,6,2,-1.0,2.0,0.0,16.0,0.7,0.7,0.0,7.0,0.0,0.0,0.3,7,0.0,1.35
167,6,487,3262,3233,6,10,5.0,1.5,88.1,755.2,8.6,0.2,5.8,10.0,7.0,2.41,0.39,174,1.11,5.02
125,1,588,1119,1099,1,9,0.0,1.1,37.7,573.6,5.1,0.3,8.3,6.0,6.0,0.17,0.54,204,1.0,7.21
205,203,496,2765,2958,203,9,10.0,2.0,78.7,635.9,15.4,0.6,1.5,10.0,9.0,11.41,0.17,110,1.33,8.86
182,1373,744,3182,4577,1373,23,10.0,2.0,35.3,248.0,1.4,0.8,2.3,10.0,6.0,22.68,0.0,62,1.11,6.91
254,254,1079,3964,4344,254,10,10.0,1.5,289.3,2323.2,6.4,0.5,10.5,10.0,10.0,4.26,0.13,326,1.2,9.4
39,0,86,378,388,0,8,5.0,1.0,4.7,81.4,1.7,0.6,0.2,10.0,3.0,47.12,0.19,13,0.71,5.26
1,0,0,0,0,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
1,0,0,0,0,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
385,0,671,5663,5638,0,27,5.0,2.0,25.8,415.2,7.4,0.6,6.0,10.0,5.0,10.27,0.31,120,1.25,6.49
204,2,276,2561,2492,2,8,0.0,1.9,83.0,547.7,3.2,0.6,5.5,9.0,7.0,6.02,0.32,117,1.0,6.67
118,12,88,1666,1774,12,9,5.0,1.5,38.7,586.9,4.9,0.2,4.3,9.0,9.0,0.53,0.42,170,2.13,6.28
783,2577,1067,11452,15249,2569,58,0.0,1.6,217.6,2321.4,10.3,0.3,36.8,9.0,9.0,1.34,0.2,480,1.5,5.01
1,0,0,0,0,0,3,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.33
1,0,0,0,0,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
35,0,0,188,229,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.83
74,287,70,1233,1533,287,15,1.65,2.0,4.9,89.2,1.1,0.8,1.1,9.0,2.0,21.98,0.1,47,1.17,5.99
11,18,8,94,112,18,4,-1.0,2.0,1.9,68.4,0.4,0.0,0.1,0.0,0.0,4.16,0.98,16,0.44,2.01
1,0,0,0,0,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
405,87,1223,6814,7157,87,7,10.0,1.0,156.0,1052.5,9.9,0.1,10.3,9.33,9.33,1.29,0.4,394,1.12,6.55
405,87,1223,6814,7157,87,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.55
217,303,1193,3969,4362,293,12,10.0,1.2,74.3,957.9,2.5,0.8,13.5,10.0,10.0,1.7,0.0,311,1.89,10.0
214,591,1901,3162,3764,588,6,0.0,1.2,18.9,243.6,1.7,0.5,0.6,10.0,5.0,60.91,0.19,47,1.55,7.07
443,91,1130,6277,7005,91,10,5.0,1.6,159.8,1379.9,10.5,0.2,16.1,9.33,8.33,2.15,0.43,230,2.25,5.64
39,48,166,698,753,45,7,0.0,2.0,2.6,80.5,1.5,0.8,0.1,10.0,1.0,31.98,0.08,9,0.63,4.8
4,0,8,65,65,0,1,-1.0,2.0,35.5,132.5,0.0,0.0,0.4,0.0,0.0,63.92,1.0,17,0.0,0.45
159,32,437,2277,2328,29,5,0.0,2.0,6.4,127.3,1.9,0.6,0.2,10.0,1.0,21.01,0.16,27,2.25,4.19
162,169,576,2698,2841,166,5,5.0,1.2,0.2,21.4,1.1,0.7,0.5,10.0,1.0,0.0,0.05,21,0.0,4.51
211,1188,594,4646,6162,1188,17,-1.0,2.0,97.3,935.3,5.6,0.5,13.9,10.0,9.0,4.28,0.22,225,1.31,5.32
57,16,177,795,829,16,3,-1.0,2.0,5.8,47.7,1.1,0.8,0.2,9.0,1.0,115.13,0.17,33,0.64,4.18
408,1486,452,6748,8162,1480,10,0.0,1.6,63.4,578.5,3.3,0.2,12.4,10.0,5.0,13.27,0.29,77,0.76,6.21
342,315,2001,6284,6547,285,14,5.0,2.0,56.8,672.7,12.3,0.2,12.1,10.0,10.0,3.28,0.39,186,2.13,5.08
1285,210,796,21960,23358,180,28,0.0,1.9,247.8,2283.7,112.0,0.3,17.9,10.0,10.0,2.19,0.41,242,1.4,6.59
180,785,397,2551,3311,743,19,0.0,2.0,71.6,479.4,2.2,0.6,6.7,10.0,7.0,22.76,0.08,96,0.93,5.73
95,72,448,1116,1315,65,4,-1.0,2.0,21.8,349.9,2.0,0.3,2.2,5.0,5.0,2.22,0.45,48,0.88,6.18
216,317,281,3647,3919,314,3,8.35,1.9,11.8,164.5,2.2,0.7,2.0,10.0,2.0,16.12,0.08,50,1.1,6.01
117,47,398,1877,1943,44,3,5.0,2.0,0.0,14.0,0.9,0.7,0.1,10.0,0.0,0.0,0.05,11,0.0,5.95
99,163,458,1775,1973,157,12,8.35,2.0,35.1,256.3,2.5,0.8,2.0,10.0,3.0,17.05,0.08,93,1.44,6.57
166,452,924,2015,2515,449,20,0.0,1.6,32.8,552.7,3.2,0.3,4.9,10.0,10.0,7.36,0.21,90,1.25,5.71
243,92,252,3237,3435,89,12,0.0,2.0,4.4,108.5,1.3,0.9,1.2,10.0,2.0,56.3,0.0,32,1.13,6.4
48,310,128,565,912,306,3,5.0,2.0,7.8,36.4,0.1,0.1,0.2,1.0,1.0,9.96,0.9,15,1.0,6.4
177,95,757,2390,2534,92,2,0.0,1.3,0.0,18.6,1.2,0.8,0.0,10.0,0.0,0.0,0.1,49,0.0,3.65
137,316,473,2517,2832,316,5,-1.0,2.0,12.5,122.2,0.1,0.1,1.1,1.0,1.0,7.93,0.9,56,1.2,1.17
137,316,473,2517,2832,316,12,6.67,2.0,2.7,60.1,1.8,0.6,0.1,10.0,5.0,244.44,0.19,21,0.0,1.17
228,0,1434,2701,2698,0,2,0.0,1.5,43.5,482.6,1.9,0.1,2.4,3.0,3.0,0.63,0.76,86,1.2,6.57
74,62,232,887,1025,62,7,0.0,1.9,6.3,109.5,1.1,0.2,1.3,9.0,2.0,20.32,0.22,48,0.78,3.94
174,521,978,3031,3872,521,18,10.0,1.4,71.4,858.4,7.8,0.2,7.8,9.0,8.0,4.76,0.28,218,1.91,10.0
127,68,409,1655,1757,68,6,0.0,1.6,28.4,191.1,0.4,0.1,2.0,2.0,2.0,13.97,0.83,46,0.7,4.4
140,81,24,1873,1904,81,10,10.0,1.7,39.5,452.7,0.8,0.1,4.5,2.0,2.0,2.51,0.8,133,0.89,8.85
195,141,252,2644,2750,106,2,-1.0,1.9,11.6,151.5,1.1,0.0,1.3,1.0,1.0,5.54,0.85,21,0.9,2.59
727,328,423,13755,13693,23,12,10.0,1.4,213.5,2796.7,24.4,0.1,43.8,10.0,10.0,0.66,0.27,194,1.0,8.31
210,0,206,2767,2738,0,4,1.65,0.4,3.4,72.5,3.4,0.4,0.6,8.67,3.67,49.76,0.4,9,0.0,8.39
568,646,659,12258,12849,633,16,8.35,1.4,166.1,1723.9,14.3,0.3,28.8,10.0,10.0,0.8,0.22,358,1.18,8.67
84,36,192,1420,1468,36,1,0.0,1.1,1.4,116.9,2.9,0.2,0.4,10.0,6.0,57.1,0.26,18,0.0,7.93
333,30,62,4193,4161,30,18,0.0,0.0,108.7,1171.1,4.4,0.5,20.0,10.0,10.0,1.24,0.09,309,1.38,6.65
92,0,101,1435,1607,0,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.39
347,143,892,5439,5770,0,4,5.0,1.2,71.5,868.7,20.0,0.6,15.6,9.33,9.33,0.72,0.16,298,1.44,6.73
71,28,32,1068,1110,28,11,0.0,2.0,24.3,228.4,3.0,0.8,0.5,10.0,2.0,11.14,0.09,123,1.5,6.19
97,0,346,2124,2141,0,16,0.0,2.0,4.4,183.1,8.5,0.3,2.7,10.0,5.0,33.41,0.43,34,0.0,5.4
297,288,1390,4354,5003,288,13,0.0,1.8,85.4,972.0,2.8,0.3,5.6,10.0,10.0,0.13,0.29,142,1.5,3.28
297,288,1390,4354,5003,288,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.28
362,0,1568,5247,5584,0,18,10.0,2.0,157.9,1119.0,22.9,0.1,15.4,10.0,10.0,1.14,0.66,219,1.63,9.0
338,1093,1540,9876,10174,1096,13,5.0,1.8,114.7,1240.2,18.0,0.5,17.2,10.0,9.0,4.02,0.17,436,2.0,7.95
338,1093,1540,9876,10174,1096,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.95
413,1472,2047,3943,5774,1472,14,10.0,2.0,154.6,1392.8,4.0,0.5,21.9,9.0,9.0,0.78,0.11,49,1.38,6.44
153,200,847,2013,2254,200,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.01
204,0,648,4757,4758,0,8,5.0,1.6,92.1,880.7,4.4,0.5,10.4,10.0,8.0,1.41,0.09,226,1.38,7.61
303,481,1188,5128,5768,481,12,0.0,2.0,21.7,415.3,16.6,0.3,9.1,10.0,9.0,18.04,0.47,128,0.82,5.01
559,1,230,9687,9514,1,21,10.0,0.7,133.7,1919.5,173.4,0.1,29.0,10.0,10.0,2.91,0.23,318,1.44,10.0
423,0,426,5736,5678,0,4,5.0,1.3,51.6,504.8,2.4,0.2,5.8,7.0,7.0,1.71,0.33,139,1.38,6.05
469,1,1365,9090,9353,1,17,10.0,0.9,230.4,2102.0,4.2,0.7,31.3,10.0,10.0,1.04,0.03,458,1.63,8.83
380,45,416,8368,8370,45,19,10.0,1.1,133.3,1490.8,10.8,0.1,21.2,10.0,10.0,4.69,0.24,438,2.0,8.93
380,45,416,8368,8370,45,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.93
321,496,1585,5132,5958,439,14,5.0,1.5,114.9,1188.9,7.4,0.5,15.2,10.0,10.0,3.48,0.14,236,1.88,8.07
553,352,281,9839,10476,352,16,10.0,0.7,174.7,1842.3,15.2,0.1,30.0,10.0,10.0,2.09,0.21,529,1.3,10.0
128,0,342,1970,1983,0,4,0.0,2.0,7.7,101.0,2.9,0.2,0.2,10.0,5.0,33.07,0.36,18,0.56,5.17
118,8,336,1470,1467,8,7,5.0,1.1,18.2,169.1,1.2,0.7,2.4,10.0,6.0,15.39,0.08,27,0.77,6.82
89,0,279,1209,1208,0,5,5.0,1.6,28.0,157.6,1.0,0.6,0.0,10.0,4.0,54.76,0.09,12,0.0,5.47
89,0,279,1209,1208,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.47
116,13,342,1461,1529,13,18,10.0,1.8,19.9,256.5,2.4,0.7,0.3,10.0,3.0,5.17,0.07,87,0.59,6.59
22,0,4,211,277,0,7,0.0,2.0,0.2,17.3,0.5,0.5,0.4,5.0,0.0,455.0,0.5,2,0.0,2.69
22,0,4,211,277,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.69
56,2,197,732,765,2,14,10.0,1.9,4.4,70.8,1.2,0.8,0.4,10.0,1.0,30.44,0.08,21,1.25,8.67
94,0,169,1187,1225,0,13,10.0,2.0,2.2,51.7,1.6,0.8,0.2,10.0,4.0,36.59,0.13,49,0.69,6.54
336,0,579,3867,3844,0,13,5.0,1.8,53.8,629.7,10.0,0.3,11.9,10.0,6.0,4.75,0.24,209,1.75,5.96
145,6,170,1950,1971,0,9,5.0,2.0,0.0,18.1,1.0,0.8,0.1,10.0,1.0,327.63,0.0,18,0.5,5.97
180,2,236,2355,2433,2,14,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9.36
180,2,236,2355,2433,2,27,10.0,1.5,84.1,776.3,4.2,0.3,5.9,10.0,10.0,1.97,0.37,146,1.38,9.36
115,136,179,1258,1369,105,2,-1.0,1.5,10.9,63.9,0.7,0.5,0.7,5.0,1.0,135.93,0.5,17,0.0,2.19
115,136,179,1258,1369,105,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.19
198,2,496,3090,3701,2,13,0.0,1.5,126.0,1017.7,1.3,0.5,6.5,6.0,6.0,2.4,0.47,244,1.55,4.02
198,2,496,3090,3701,2,29,0.0,2.0,113.3,1409.3,1.9,0.6,11.2,10.0,10.0,4.42,0.02,379,1.63,4.02
98,1,292,1275,1407,1,6,5.0,2.0,4.2,44.3,2.1,0.8,0.2,10.0,2.0,144.01,0.06,5,0.0,5.88
63,0,50,990,1005,0,11,5.0,1.1,0.4,16.9,0.7,0.7,0.0,10.0,0.0,719.0,0.0,4,0.0,6.5
60,5,8,655,676,0,5,-1.0,1.7,0.0,12.5,0.6,0.6,0.0,10.0,0.0,1132.0,0.0,4,0.0,1.55
99,0,54,1508,1550,0,6,10.0,2.0,8.0,76.4,2.7,0.5,1.9,10.0,2.0,128.77,0.3,45,0.0,5.64
134,6,381,1752,1855,6,13,10.0,2.0,27.8,283.8,1.9,0.8,3.2,10.0,3.0,13.68,0.05,16,1.0,7.65
170,0,192,2375,2372,0,11,5.0,2.0,0.0,8.1,0.5,0.4,0.0,4.0,0.0,1237.0,0.6,0,0.0,4.4
109,0,229,1536,1535,0,7,10.0,2.0,0.0,16.3,1.0,1.0,0.0,10.0,0.0,0.0,0.0,4,0.0,8.82
118,63,109,1293,1851,63,9,5.0,2.0,18.0,119.1,1.2,0.9,0.7,10.0,4.0,30.87,0.05,52,1.38,4.16
118,63,109,1293,1851,63,7,0.0,2.0,30.6,284.0,1.5,0.5,2.1,9.0,8.0,4.92,0.22,94,1.63,4.16
341,95,411,4302,4599,9,20,10.0,1.3,100.7,1007.2,8.6,0.1,19.3,10.0,10.0,1.42,0.23,377,1.5,10.0
204,557,1027,2657,3878,543,10,10.0,1.3,83.3,1411.0,10.5,0.4,7.2,10.0,10.0,1.22,0.24,218,1.25,10.0
190,15,308,2499,2617,12,13,5.0,1.9,10.9,148.7,1.6,0.7,0.5,10.0,5.0,9.21,0.11,50,1.33,8.27
190,15,308,2499,2617,12,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.27
170,0,60,1897,2297,0,6,5.0,2.0,42.0,404.7,5.5,0.7,6.5,10.0,9.0,2.97,0.18,71,1.25,5.83
104,0,0,1799,1818,0,3,0.0,1.9,6.9,100.5,3.1,0.6,0.5,10.0,3.0,34.14,0.26,89,1.75,5.44
159,0,235,1845,1867,0,8,0.0,1.9,1.7,35.6,2.9,0.7,0.5,10.0,2.0,271.1,0.21,18,0.57,7.09
146,0,56,2107,2107,0,2,3.35,1.9,8.7,37.1,0.9,0.0,0.0,1.0,1.0,29.61,0.99,8,0.0,2.46
15,0,7,142,148,0,3,0.0,1.7,0.1,11.0,0.4,0.4,0.2,5.0,0.0,154.64,0.5,9,0.0,2.05
15,0,7,142,148,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.05
64,0,128,610,611,0,3,0.0,1.5,0.1,15.8,1.2,0.4,0.0,5.0,1.0,488.0,0.55,6,0.0,1.61
311,52,508,4001,4402,52,22,5.0,1.7,97.3,1098.0,3.8,0.4,17.4,10.0,10.0,1.2,0.24,278,1.38,5.18
170,31,85,2249,2297,31,7,1.65,2.0,0.3,28.6,5.3,0.9,0.0,10.0,1.0,4115.0,0.09,23,0.0,6.95
89,243,246,1230,1508,239,4,-1.0,2.0,89.9,616.6,1.8,0.6,2.6,7.0,7.0,0.78,0.38,82,1.33,0.74
115,0,119,1658,1670,0,3,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.98
115,0,119,1658,1670,0,2,0.0,2.0,0.0,14.7,1.0,0.8,0.0,10.0,0.0,0.0,0.05,14,0.0,1.98
57,0,105,637,642,0,7,10.0,1.1,5.3,75.6,1.6,0.9,2.2,10.0,1.0,447.35,0.09,21,0.38,8.11
183,0,79,2487,2446,0,6,5.0,2.0,1.5,43.4,2.3,0.8,1.0,10.0,1.0,361.6,0.09,22,1.55,7.71
61,0,81,858,871,0,5,1.65,2.0,0.2,24.9,1.8,0.7,0.2,10.0,1.0,5447.0,0.09,21,0.0,5.68
48,0,55,870,876,0,7,0.0,2.0,19.1,89.1,1.4,0.9,0.0,10.0,3.0,109.03,0.05,72,0.0,5.75
119,3,120,1230,1231,3,6,0.0,2.0,7.8,132.4,10.0,0.8,0.4,10.0,2.0,32.01,0.15,33,1.0,7.47
113,37,300,1460,1592,37,5,5.0,1.3,4.8,102.2,2.1,0.6,0.0,10.0,3.0,11.59,0.14,24,0.7,6.67
94,40,173,889,1120,37,4,0.0,0.0,2.7,63.0,1.0,1.0,1.4,10.0,2.0,60.06,0.0,23,1.0,6.87
54,0,355,1077,1089,0,4,0.0,2.0,0.0,20.8,1.3,1.0,0.0,10.0,0.0,0.0,0.0,7,0.0,6.03
56,0,159,984,1012,0,29,5.0,2.0,37.2,543.4,2.8,0.7,1.0,10.0,7.0,5.92,0.19,160,1.63,8.27
87,5,192,1179,1241,5,6,10.0,2.0,61.9,163.0,1.6,0.7,0.0,10.0,2.0,0.0,0.08,23,0.0,6.77
49,7,72,731,751,7,2,0.0,2.0,0.8,31.3,1.9,0.8,0.2,10.0,1.0,1063.5,0.15,22,0.0,6.5
91,2,114,1130,1163,2,3,5.0,1.0,4.5,96.2,0.9,0.9,0.0,10.0,2.0,11.51,0.0,33,1.7,5.54
88,35,171,1149,1196,35,5,-1.0,1.8,26.6,171.7,1.3,0.8,1.0,10.0,3.0,10.83,0.05,42,1.88,5.24
62,7,76,638,647,7,2,-1.0,2.0,21.5,234.9,1.1,0.1,1.3,3.0,2.0,2.05,0.7,81,1.44,3.95
62,7,76,638,647,7,5,6.67,2.0,29.4,252.4,2.3,0.1,4.9,3.0,3.0,1.6,0.76,95,1.3,3.95
185,7,433,3052,3069,7,14,10.0,1.2,105.1,1051.8,8.0,0.2,12.4,10.0,10.0,0.72,0.41,282,1.0,10.0
122,0,457,1980,2046,0,10,5.0,2.0,22.0,376.9,2.5,0.7,4.1,10.0,7.0,3.39,0.08,79,1.0,6.38
136,192,423,1301,1659,192,6,0.0,2.0,0.4,49.0,1.6,0.8,0.1,10.0,4.0,133.29,0.0,59,0.42,5.32
295,209,1267,7470,8235,209,14,10.0,0.7,109.5,1262.8,14.3,0.3,16.0,10.0,10.0,3.65,0.19,457,1.54,8.41
295,209,1267,7470,8235,209,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.41
202,9,708,2527,2678,9,10,5.0,1.5,75.5,496.0,2.4,0.8,5.0,10.0,5.0,4.12,0.06,125,1.13,5.22
31,6,35,388,383,6,3,-1.0,2.0,6.0,59.9,4.0,0.2,0.4,7.67,3.0,603.35,0.53,53,0.0,5.47
126,119,186,1278,1628,119,9,0.0,1.8,35.8,322.4,2.0,0.6,2.4,9.0,3.0,6.31,0.11,123,1.63,3.09
126,119,186,1278,1628,119,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.09
1,0,0,0,0,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
1,0,0,0,0,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
