attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final
372,0,123,3519,3534,0,11,8.35,2.0,210.57,2494.43,40.57,0.0,34.57,10.0,10.0,0.35,0.49,88,1.82,5.46
94,36,441,766,802,36,7,10.0,1.0,26.57,513.14,4.14,0.57,4.29,10.0,10.0,0.83,0.12,111,1.27,5.15
133,0,23,1007,1001,0,4,5.0,2.0,22.0,320.0,5.43,0.29,3.14,10.0,7.14,4.52,0.45,43,1.13,2.39
50,0,40,406,406,0,4,5.0,2.0,47.86,453.29,0.71,0.29,8.0,5.71,5.71,1.94,0.43,67,1.17,4.2
44,0,0,365,365,0,3,10.0,0.43,19.43,309.43,1.0,0.57,0.14,10.0,10.0,0.02,0.07,29,0.88,2.58
131,203,234,1107,1310,203,10,0.0,1.86,99.71,1811.43,7.0,0.43,14.57,8.57,8.57,0.02,0.32,176,1.38,0.96
93,15,109,721,726,5,4,10.0,0.29,5.29,112.57,9.57,0.43,1.14,10.0,4.29,16.35,0.14,24,1.0,5.14
50,0,117,562,562,0,5,5.0,1.29,22.71,163.0,0.86,0.57,2.43,10.0,4.29,27.23,0.0,62,0.89,0.0
50,0,117,562,562,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
103,0,204,862,860,0,10,5.0,1.0,36.86,360.71,13.71,0.57,7.14,10.0,2.86,32.3,0.15,33,0.56,0.0
103,0,204,862,860,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
143,31,161,1183,1214,31,9,5.0,1.86,50.71,629.86,11.14,0.43,4.86,10.0,10.0,0.35,0.41,76,1.31,2.62
126,0,579,1017,1013,0,3,5.0,1.86,43.43,674.86,16.29,0.43,5.57,10.0,10.0,0.01,0.15,149,1.25,0.0
45,0,66,459,459,0,8,5.0,0.86,93.43,738.43,5.57,0.43,9.0,10.0,10.0,1.49,0.05,126,1.09,0.0
74,0,2,917,917,0,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
74,0,2,917,917,0,1,-1.0,2.0,1.44,8.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0
418,66,396,3980,4044,66,9,0.0,2.0,51.14,932.29,116.14,0.0,4.29,10.0,10.0,0.05,0.33,57,1.38,1.35
101,0,165,1008,1007,0,5,8.35,1.86,100.57,889.71,5.57,0.29,7.43,10.0,10.0,0.41,0.19,57,1.33,5.02
105,67,200,754,821,67,10,5.0,0.0,26.14,298.86,2.0,0.29,3.57,10.0,8.57,5.03,0.0,54,1.22,0.0
43,0,16,353,353,0,9,10.0,0.0,29.14,423.29,2.43,0.71,5.43,10.0,10.0,0.21,0.01,45,1.0,7.21
61,50,140,517,567,50,4,5.0,1.29,104.43,799.14,2.71,0.43,9.43,7.14,7.14,0.1,0.4,161,1.0,0.0
109,57,109,1090,1143,57,4,10.0,2.0,65.86,437.14,3.86,0.14,6.57,2.86,2.86,8.09,0.76,51,0.84,1.3
36,0,65,254,254,0,1,-1.0,1.86,32.86,409.0,8.0,0.0,4.57,2.86,2.86,0.0,0.71,76,0.75,0.0
40,29,12,266,307,29,6,-1.0,1.71,33.86,331.71,1.0,0.0,3.29,1.43,1.43,0.07,0.93,68,0.62,0.0
40,29,12,266,307,29,0,10.0,2.0,28.22,397.11,3.44,0.44,6.11,10.0,8.89,0.53,0.17,120,1.25,0.0
1110,7085,4826,13779,20864,7085,18,5.0,1.29,226.29,3143.0,418.71,0.29,10.29,10.0,10.0,0.43,0.13,184,1.2,8.86
128,24,379,1132,1156,24,7,10.0,1.29,18.29,415.86,5.43,0.71,6.86,7.14,5.71,3.32,0.14,143,1.5,6.91
94,248,475,797,1045,248,2,10.0,1.14,93.0,1000.43,2.0,0.86,9.57,10.0,10.0,4.36,0.0,97,1.11,9.4
142,0,159,1379,1379,0,2,8.35,1.57,43.57,734.0,10.57,0.29,12.71,5.71,5.71,0.05,0.62,106,1.88,5.26
105,0,74,717,715,0,5,5.0,1.14,94.57,861.43,9.57,0.14,3.14,5.71,5.71,0.46,0.49,122,1.33,0.0
105,0,74,717,715,0,3,0.0,2.0,48.71,278.57,2.0,0.43,0.43,8.57,7.14,15.16,0.32,248,1.0,0.0
269,216,239,2690,2906,216,11,8.35,1.0,222.57,1601.43,27.71,0.14,17.0,10.0,10.0,0.87,0.4,296,1.7,6.49
256,1039,280,1952,2976,1024,26,5.0,0.71,132.71,1443.71,14.43,0.14,22.0,10.0,10.0,0.44,0.3,160,1.5,6.67
33,0,0,379,379,0,3,5.0,1.0,74.57,702.57,1.29,0.71,8.29,10.0,10.0,1.34,0.0,97,2.33,6.28
171,71,42,1202,1273,71,17,5.0,0.86,106.43,1272.43,9.14,0.43,25.43,10.0,10.0,0.29,0.09,230,1.63,5.01
267,170,331,2572,2578,0,9,5.0,0.14,91.43,1516.57,36.29,0.29,24.86,10.0,10.0,0.76,0.25,221,1.5,2.33
84,105,247,692,797,105,4,-1.0,1.14,47.43,688.57,1.57,0.29,10.29,7.14,7.14,0.2,0.37,192,2.22,0.0
107,15,72,830,845,15,4,10.0,1.57,38.71,621.14,1.29,0.71,5.57,8.57,8.57,0.42,0.21,72,1.5,1.83
101,19,174,965,978,13,13,10.0,1.43,210.0,2124.43,9.71,0.43,22.86,10.0,10.0,0.17,0.2,337,1.78,5.99
67,9,85,526,535,9,14,10.0,1.86,66.29,758.86,2.0,0.57,9.29,10.0,10.0,0.8,0.1,64,1.5,2.01
41,10,37,413,423,10,2,-1.0,1.57,12.14,345.57,2.14,0.57,3.71,5.71,5.71,0.0,0.29,64,1.5,0.0
24,16,62,177,193,16,3,5.0,2.0,54.71,656.0,2.0,0.43,5.0,10.0,10.0,0.0,0.2,75,1.09,6.55
24,16,62,177,193,16,7,10.0,2.0,64.89,861.78,128.0,0.33,5.0,10.0,10.0,0.52,0.19,82,1.5,6.55
23,11,100,149,160,11,5,10.0,1.0,29.0,345.0,1.43,0.86,2.43,10.0,10.0,0.96,0.07,59,1.09,10.0
197,255,1109,1639,1894,255,5,5.0,1.14,135.29,1909.29,123.86,0.14,99.86,10.0,10.0,0.04,0.38,110,1.25,7.07
97,4,211,896,900,4,4,5.0,1.86,81.86,1154.0,11.0,0.14,17.71,10.0,10.0,1.45,0.05,122,1.88,5.64
5,2,5,24,26,2,2,0.0,2.0,12.0,72.43,0.14,0.14,0.43,1.43,1.43,0.75,0.86,5,0.36,4.8
57,24,92,407,429,22,12,5.0,1.43,117.29,759.43,3.71,0.57,8.14,10.0,8.57,3.08,0.07,106,1.4,0.45
11,3,14,55,58,3,2,0.0,2.0,2.86,51.57,0.43,0.0,0.86,1.43,1.43,0.0,0.86,10,0.75,4.19
16,24,36,128,152,24,6,0.0,1.14,14.0,345.14,1.0,0.43,1.57,10.0,10.0,0.0,0.0,30,1.11,4.51
68,191,258,714,901,187,5,5.0,1.86,89.29,896.71,2.43,0.71,15.14,10.0,10.0,0.2,0.22,161,1.5,0.0
8,5,15,51,56,5,3,-1.0,1.71,27.0,271.0,0.29,0.29,3.43,2.86,2.86,0.53,0.71,77,1.67,0.86
112,12,196,1170,1182,12,3,0.0,1.71,77.43,627.14,0.57,0.29,13.14,2.86,2.86,1.13,0.57,110,1.25,0.79
118,315,355,1099,1416,315,7,5.0,2.0,60.71,772.14,5.14,0.57,11.71,10.0,10.0,0.49,0.31,115,1.25,5.32
30,67,150,246,313,67,5,0.0,2.0,26.71,366.29,1.71,0.57,2.57,10.0,10.0,0.62,0.0,61,1.25,4.18
51,172,191,422,594,172,4,5.0,1.71,47.29,635.43,2.57,0.71,9.14,10.0,10.0,0.86,0.0,105,1.11,6.21
301,949,836,2564,3512,949,9,0.0,1.86,229.0,2303.57,23.14,0.29,48.14,10.0,10.0,1.1,0.2,215,1.75,5.08
111,253,72,962,1215,253,4,0.0,1.43,40.86,579.29,2.86,0.43,13.57,8.57,8.57,1.49,0.11,139,1.5,0.73
928,9,1130,8313,8313,0,16,8.35,0.86,256.57,2770.29,155.29,0.0,24.86,10.0,8.57,0.49,0.18,135,1.0,6.59
54,49,82,480,529,49,7,5.0,2.0,43.43,481.0,7.57,0.71,4.71,10.0,10.0,1.9,0.09,91,1.25,5.73
50,180,214,316,496,180,6,5.0,1.71,31.14,641.0,1.86,0.57,6.0,10.0,10.0,0.6,0.05,64,1.18,6.18
114,335,433,855,1189,335,4,5.0,1.43,29.57,454.0,9.29,0.14,3.71,10.0,10.0,0.78,0.41,66,1.5,6.01
30,40,52,263,320,38,4,5.0,1.43,32.0,459.86,2.43,0.57,6.14,10.0,7.14,1.55,0.2,58,1.38,5.95
68,0,45,671,671,0,3,5.0,1.43,113.86,835.0,2.43,0.57,7.86,10.0,10.0,0.09,0.05,134,2.11,6.57
148,483,744,1091,1574,483,8,5.0,0.71,58.57,864.57,1.14,0.86,18.57,10.0,10.0,0.16,0.0,139,1.5,5.71
131,274,66,1038,1312,274,9,5.0,1.43,100.43,1240.0,4.14,0.14,16.43,8.57,8.57,0.35,0.19,115,2.0,6.4
50,222,147,442,650,222,5,10.0,1.43,17.14,469.29,1.86,0.57,3.43,10.0,10.0,0.28,0.07,105,1.88,6.4
57,4,255,595,599,4,1,0.0,2.0,42.57,443.86,2.57,0.57,1.71,10.0,10.0,0.21,0.2,57,1.11,3.65
110,704,725,1083,1787,704,9,0.0,1.29,82.57,4024.14,1.43,0.57,13.86,10.0,10.0,2.01,0.18,408,2.0,1.17
110,704,725,1083,1787,704,12,10.0,2.0,23.44,223.33,2.22,0.56,6.0,10.0,7.78,3.67,0.19,148,1.92,1.17
156,28,275,1426,1426,0,6,10.0,1.14,77.0,1407.29,12.29,0.14,8.71,10.0,10.0,1.12,0.23,186,1.64,6.57
29,0,19,139,139,0,6,-1.0,1.29,19.29,273.29,2.14,0.14,2.14,7.14,7.14,0.14,0.44,57,1.0,0.0
117,138,385,993,1131,138,9,5.0,1.0,93.86,859.43,5.57,0.29,11.86,10.0,10.0,0.44,0.07,114,1.26,3.94
42,415,191,443,858,415,4,5.0,1.86,65.0,647.57,2.0,0.57,9.57,10.0,10.0,3.13,0.1,130,1.22,0.33
42,415,191,443,858,415,2,-1.0,2.0,66.57,425.86,0.29,0.14,2.71,1.43,1.43,0.13,0.71,98,1.0,0.33
38,87,161,218,298,87,1,-1.0,1.71,11.43,140.57,0.57,0.14,1.29,1.43,1.43,0.0,0.86,32,1.17,0.0
23,0,49,147,147,0,3,5.0,1.71,70.14,799.14,1.57,0.57,9.29,8.57,8.57,0.18,0.26,71,1.75,0.0
79,90,291,664,754,90,3,8.35,1.29,25.43,430.86,2.0,0.71,3.43,10.0,10.0,0.28,0.06,77,1.27,1.25
220,800,1501,2400,3186,784,13,10.0,1.0,109.86,1206.43,22.57,0.14,5.86,10.0,10.0,0.2,0.44,80,1.21,10.0
41,154,168,240,394,154,5,-1.0,2.0,20.29,318.71,3.71,0.14,2.0,1.43,1.43,0.98,0.82,33,1.33,0.0
41,154,168,240,394,154,4,0.0,2.0,13.11,98.44,1.33,0.0,2.22,0.0,0.0,0.0,1.0,22,0.67,0.0
43,0,177,367,367,0,6,5.0,1.29,164.57,1366.14,4.29,0.14,13.14,10.0,10.0,0.51,0.21,166,1.44,4.4
52,96,10,435,531,96,5,10.0,0.43,28.14,509.57,7.14,0.29,5.29,10.0,10.0,0.98,0.23,70,1.63,8.85
257,245,578,1915,2160,245,13,0.0,0.14,79.57,868.43,6.86,0.57,14.14,8.57,8.57,1.79,0.02,160,1.06,0.2
65,306,23,769,1074,306,9,10.0,0.29,66.14,663.14,11.0,0.57,5.57,10.0,10.0,1.18,0.05,79,0.56,2.59
9,7,6,30,37,7,2,-1.0,1.71,0.86,31.0,0.14,0.14,0.0,1.43,1.43,0.0,0.86,2,0.64,0.01
9,7,6,30,37,7,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.01
9,0,13,49,49,0,3,-1.0,1.43,15.14,119.43,0.71,0.14,0.71,2.86,2.86,0.0,0.83,17,0.81,0.0
103,309,236,857,1166,309,4,10.0,0.0,96.57,1238.0,37.71,0.71,11.29,10.0,10.0,0.3,0.13,71,1.2,8.31
70,15,9,399,414,15,4,5.0,2.0,90.71,775.57,3.43,0.43,9.14,8.57,8.57,0.01,0.14,81,1.38,8.39
106,264,37,1058,1322,264,7,10.0,0.57,47.43,653.57,30.71,0.43,4.29,10.0,10.0,0.24,0.23,115,0.75,8.67
154,42,176,1617,1639,22,6,10.0,0.29,128.57,1168.14,52.0,0.14,11.14,10.0,10.0,0.43,0.2,68,1.0,7.93
64,249,158,473,752,249,9,10.0,0.86,45.43,672.29,5.86,0.14,3.29,10.0,10.0,1.66,0.19,62,1.0,6.65
13,0,0,66,66,0,0,8.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.39
70,138,60,604,742,138,7,10.0,1.29,53.57,679.29,6.29,0.43,8.57,10.0,10.0,0.25,0.14,122,1.0,3.91
112,11,574,1180,1191,11,3,5.0,0.0,72.14,912.0,4.86,0.29,14.57,10.0,10.0,0.14,0.07,92,1.36,6.73
98,9,227,797,806,9,6,10.0,2.0,37.86,536.43,3.14,0.43,7.57,10.0,10.0,0.53,0.24,64,0.88,6.19
23,46,33,200,246,46,8,10.0,0.14,159.43,1029.0,3.0,0.43,7.29,10.0,10.0,0.29,0.07,116,1.5,5.4
36,68,161,313,381,68,11,5.0,1.29,121.0,1064.43,3.14,0.71,9.0,10.0,10.0,0.19,0.07,122,1.15,3.28
36,68,161,313,381,68,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.28
71,3,299,663,666,3,3,10.0,0.43,68.0,650.29,13.57,0.43,3.43,10.0,10.0,0.13,0.25,105,1.13,9.0
358,1074,947,2255,3329,1074,7,10.0,1.86,115.71,2399.29,283.71,0.14,19.43,10.0,10.0,0.71,0.33,143,1.0,7.95
358,1074,947,2255,3329,1074,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.95
103,264,269,1009,1273,264,4,5.0,0.71,74.86,860.29,25.43,0.71,10.29,10.0,10.0,0.26,0.12,150,1.11,1.59
56,114,249,423,537,114,8,10.0,1.86,73.71,720.14,5.14,0.57,7.14,10.0,10.0,0.38,0.13,145,1.88,6.44
22,86,82,204,290,86,2,10.0,1.71,32.57,377.71,3.71,0.57,3.14,10.0,10.0,0.48,0.05,43,1.22,5.01
83,24,126,876,900,24,7,10.0,0.71,72.29,937.71,13.86,0.14,9.86,10.0,10.0,0.0,0.03,115,2.0,7.61
17,12,58,128,140,12,2,5.0,0.57,41.0,554.29,2.43,0.86,3.71,8.57,8.57,0.0,0.07,102,2.0,1.14
59,120,203,544,649,105,4,0.0,1.29,53.86,612.14,8.0,0.43,2.86,10.0,10.0,1.35,0.29,106,1.0,5.01
13,37,11,111,148,37,3,10.0,0.57,42.0,644.43,1.43,0.57,4.86,10.0,10.0,0.49,0.0,113,1.13,10.0
148,38,35,1330,1368,38,9,10.0,0.0,118.0,1321.14,15.0,0.43,17.14,10.0,10.0,0.16,0.19,108,2.38,6.05
135,6,448,1413,1419,6,3,10.0,0.71,64.0,1056.29,13.29,0.43,8.86,10.0,10.0,0.15,0.14,100,1.9,8.83
186,0,323,1410,1410,0,9,10.0,0.71,44.86,652.14,25.14,0.43,7.0,10.0,10.0,0.46,0.05,100,1.2,8.93
186,0,323,1410,1410,0,1,-1.0,2.0,2.56,54.0,0.89,0.0,0.33,2.22,2.22,0.04,0.88,15,0.88,8.93
59,26,405,466,492,26,6,10.0,1.0,89.0,933.57,1.86,0.57,11.14,10.0,10.0,0.0,0.05,110,1.63,8.07
73,21,20,836,858,21,4,10.0,0.29,95.57,1155.86,17.29,0.14,11.29,10.0,10.0,0.26,0.18,110,1.0,10.0
138,229,205,1247,1468,229,4,5.0,1.71,112.14,1336.14,6.14,0.29,10.14,10.0,10.0,0.11,0.2,107,1.08,0.33
104,5,168,929,934,5,2,5.0,2.0,1221.86,12947.43,37.43,0.14,284.43,7.86,7.86,0.07,0.24,2691,1.22,0.0
29,0,34,192,192,0,8,5.0,1.14,23.0,265.29,0.86,0.57,2.71,10.0,4.29,2.68,0.0,35,1.0,5.17
174,309,628,1520,1828,309,8,8.35,1.43,134.71,1721.43,5.29,0.71,23.29,10.0,10.0,0.25,0.0,182,1.22,6.82
93,0,153,843,843,0,6,0.0,1.43,79.29,912.71,6.14,0.0,10.57,8.57,8.57,0.74,0.37,101,1.13,5.47
93,0,153,843,843,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.47
60,4,118,410,410,0,13,5.0,1.71,87.43,966.86,5.14,0.29,10.29,10.0,10.0,0.15,0.31,124,1.8,6.59
101,0,144,498,493,0,8,0.0,1.14,19.0,265.71,7.29,0.57,4.86,8.57,2.86,13.54,0.29,20,1.38,2.69
101,0,144,498,493,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.69
56,0,191,487,487,0,8,10.0,1.71,29.57,543.43,7.0,0.14,6.57,10.0,10.0,0.35,0.29,50,0.73,8.67
137,0,361,1488,1488,0,2,10.0,0.71,69.57,1007.43,24.43,0.43,14.86,10.0,10.0,1.03,0.12,121,1.38,2.5
137,0,361,1488,1488,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.5
212,0,585,1610,1610,0,10,5.0,2.0,68.43,834.71,19.86,0.0,40.0,10.0,10.0,2.36,0.44,151,2.88,6.54
78,0,148,616,599,0,12,5.0,1.14,149.29,2144.29,44.86,0.29,24.43,10.0,10.0,0.76,0.42,110,1.45,5.96
124,0,154,594,594,0,8,5.0,1.86,29.14,285.57,6.29,0.57,1.14,10.0,5.71,4.12,0.21,40,0.83,5.97
114,0,54,1032,1032,0,9,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9.36
114,0,54,1032,1032,0,10,10.0,0.71,94.0,895.43,8.86,0.14,5.43,10.0,10.0,0.02,0.37,63,1.63,9.36
130,0,179,1311,1311,0,8,10.0,0.43,30.43,664.29,72.14,0.43,5.57,10.0,10.0,0.36,0.06,53,1.22,2.19
130,0,179,1311,1311,0,5,10.0,2.0,22.22,390.33,8.67,0.11,8.11,5.56,5.56,0.87,0.42,98,1.47,2.19
96,0,126,922,922,0,11,5.0,0.86,55.0,621.14,6.71,0.29,8.57,10.0,10.0,2.4,0.3,85,1.33,4.02
96,0,126,922,922,0,17,10.0,2.0,59.22,656.33,8.33,0.44,11.0,8.89,8.89,0.61,0.24,136,1.5,4.02
98,0,105,679,679,0,5,5.0,2.0,54.43,792.43,9.86,0.29,26.43,10.0,8.57,1.04,0.35,107,1.56,5.88
99,0,183,715,715,0,6,10.0,0.71,155.0,1149.29,9.86,0.14,13.0,10.0,10.0,0.56,0.32,157,1.38,6.5
57,0,26,593,593,0,10,10.0,1.43,118.71,728.14,4.86,0.14,4.14,8.57,8.57,0.45,0.29,60,1.0,1.55
184,0,369,1348,1348,0,5,5.0,1.71,40.86,502.57,9.86,0.57,7.14,10.0,4.29,2.42,0.15,92,0.88,5.64
