attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final
131,16,69,859,877,16,26,10.0,1.9,117.1,1061.6,12.7,0.1,10.5,10.0,10.0,1.21,0.39,225,1.75,9.16
82,25,12,706,731,25,11,10.0,1.1,359.6,2234.8,9.4,0.2,29.5,10.0,10.0,0.09,0.28,208,1.75,5.5
57,0,16,341,341,0,3,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
103,48,141,635,683,48,10,10.0,1.8,99.9,1513.7,10.2,0.3,15.5,8.0,8.0,1.6,0.2,172,1.63,4.52
209,130,369,1226,1356,130,17,10.0,1.7,127.3,1423.5,159.4,0.6,12.6,10.0,10.0,0.26,0.12,279,1.13,8.73
13,0,36,89,89,0,5,10.0,1.8,49.4,550.6,0.8,0.8,5.2,10.0,10.0,0.13,0.0,118,1.56,6.35
41,0,30,310,310,0,5,10.0,1.5,39.5,599.9,3.0,0.7,4.7,10.0,10.0,1.14,0.05,90,1.25,9.15
19,1,1,110,111,1,8,10.0,2.0,64.6,1009.0,0.7,0.3,7.8,10.0,10.0,0.87,0.1,90,1.38,6.42
29,20,36,177,197,20,6,10.0,1.4,61.4,669.5,1.8,0.3,4.5,10.0,10.0,0.32,0.08,169,1.91,8.69
62,114,0,408,522,114,4,10.0,0.8,88.3,996.4,5.4,0.7,7.5,10.0,10.0,2.15,0.05,145,1.2,0.0
2,0,0,10,10,0,4,-1.0,2.0,68.9,399.1,0.2,0.0,3.9,1.0,1.0,7.15,0.9,86,1.5,0.03
79,226,9,449,667,218,11,10.0,0.5,145.6,1221.8,9.2,0.2,11.0,8.0,8.0,0.59,0.26,183,2.0,7.73
54,118,22,329,447,118,6,10.0,1.4,91.4,676.2,5.4,0.3,5.7,10.0,8.0,2.39,0.29,108,0.92,7.53
31,0,36,211,211,0,6,10.0,1.1,43.2,472.9,1.7,0.5,0.7,10.0,10.0,0.07,0.15,94,1.36,9.34
33,174,233,252,429,173,5,10.0,1.0,11.2,105.8,2.1,0.5,1.5,10.0,3.0,57.51,0.03,86,0.4,8.11
63,1,10,288,288,0,13,10.0,1.8,143.2,1319.0,3.1,0.1,19.1,10.0,10.0,1.37,0.13,167,1.44,2.61
147,0,3,793,793,0,7,0.0,2.0,99.5,1156.5,10.6,0.2,15.7,10.0,10.0,0.7,0.46,216,1.44,3.12
160,374,3,831,1188,357,9,0.0,2.0,44.1,746.5,10.0,0.1,2.4,10.0,10.0,0.85,0.48,177,1.3,2.71
68,12,3,366,378,12,6,10.0,1.6,39.5,564.6,5.4,0.4,3.2,10.0,10.0,0.44,0.19,147,1.38,5.84
35,3,0,184,187,3,7,10.0,1.6,21.7,307.9,2.1,0.7,2.1,10.0,7.0,1.45,0.01,74,1.18,7.83
11,0,1,47,47,0,2,-1.0,2.0,3.7,40.6,0.1,0.1,0.2,1.0,1.0,3.57,0.9,10,0.0,0.42
29,0,12,220,220,0,5,5.0,2.0,44.4,504.7,0.9,0.7,4.6,10.0,10.0,0.0,0.0,124,1.67,3.29
84,0,23,569,569,0,6,10.0,0.2,46.6,510.4,7.3,0.6,4.8,10.0,7.0,2.15,0.14,139,1.5,7.07
91,3,13,427,430,3,6,0.0,2.0,33.3,368.9,17.4,0.7,7.9,10.0,5.0,2.27,0.27,62,1.25,1.64
33,0,17,140,140,0,8,10.0,1.4,80.1,606.7,1.3,0.7,5.6,10.0,10.0,0.65,0.05,201,1.25,5.11
68,27,0,354,381,27,12,5.0,1.9,27.9,330.5,20.3,0.8,1.1,10.0,5.0,2.22,0.19,78,1.44,2.03
56,21,0,261,282,21,11,10.0,1.0,96.1,689.6,2.1,0.6,5.1,10.0,9.0,0.02,0.29,151,1.13,5.02
107,7,4,631,638,7,5,5.0,1.7,27.5,347.4,3.5,0.1,1.7,6.0,6.0,0.64,0.57,48,1.5,3.25
24,25,37,106,131,25,5,-1.0,1.6,69.8,803.3,1.2,1.0,4.7,10.0,10.0,0.42,0.0,208,1.38,1.43
63,8,2,343,351,8,7,0.0,1.7,42.3,319.6,6.5,0.6,3.8,10.0,5.0,10.33,0.23,111,1.25,1.45
103,9,11,620,629,9,8,10.0,1.6,62.4,817.6,13.6,0.4,17.2,10.0,10.0,6.05,0.34,164,1.27,3.93
24,21,3,121,142,21,4,10.0,1.7,31.6,371.0,1.0,0.5,3.3,10.0,10.0,0.98,0.05,87,1.36,2.47
53,98,145,286,384,98,5,10.0,1.4,54.3,444.7,3.2,0.6,4.5,10.0,10.0,4.93,0.01,78,1.33,1.99
40,28,0,177,205,28,8,5.0,1.3,44.9,466.4,1.6,0.6,2.0,10.0,10.0,0.09,0.08,132,1.38,5.01
57,5,23,288,293,5,9,0.0,1.9,6.4,74.3,0.1,0.1,0.0,1.0,1.0,0.0,0.9,21,1.11,5.71
52,21,0,294,315,21,11,10.0,1.9,109.0,938.0,5.6,0.1,7.0,10.0,10.0,0.62,0.34,212,1.56,2.77
48,0,30,238,238,0,6,5.0,0.8,162.9,962.1,2.7,0.5,6.0,10.0,10.0,0.25,0.13,148,1.44,1.65
5,0,2,31,51,0,3,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.47
96,38,5,496,544,35,9,10.0,1.9,76.1,650.0,7.9,0.3,4.0,10.0,10.0,0.55,0.48,108,1.36,2.54
46,27,149,271,298,27,6,10.0,2.0,95.4,946.6,2.6,0.5,9.2,9.0,9.0,0.95,0.19,140,1.75,7.55
54,180,20,310,525,159,10,10.0,2.0,84.0,879.8,2.5,0.4,11.7,10.0,10.0,1.8,0.16,234,1.5,7.12
80,0,0,354,354,0,6,0.0,2.0,21.6,215.4,4.7,0.4,4.3,10.0,7.0,14.61,0.14,105,1.0,1.17
77,2,16,397,399,2,12,10.0,1.6,54.1,975.2,5.5,0.8,17.3,10.0,10.0,0.59,0.05,94,1.63,2.63
46,0,35,291,291,0,16,10.0,0.6,34.7,579.6,3.0,0.4,3.3,10.0,10.0,0.15,0.11,97,2.11,1.46
61,12,111,363,479,12,10,0.0,1.4,44.0,455.0,1.6,0.5,2.0,10.0,9.0,0.4,0.19,74,1.67,2.08
43,0,4,249,249,0,10,5.0,1.6,71.0,766.1,2.6,0.7,8.9,10.0,10.0,0.94,0.07,67,1.7,5.09
136,0,127,683,682,0,16,5.0,2.0,136.3,1289.0,8.9,0.2,12.8,10.0,10.0,1.87,0.33,169,1.25,3.16
189,0,85,1055,1055,0,22,10.0,1.4,185.5,2535.4,45.3,0.3,30.9,10.0,10.0,0.31,0.32,265,1.63,5.46
98,246,316,469,715,246,7,10.0,1.1,81.2,979.7,7.2,0.6,15.3,10.0,10.0,0.88,0.13,239,1.88,5.15
49,1,5,180,182,1,5,0.0,1.4,32.6,226.2,2.1,0.7,0.7,10.0,5.0,3.85,0.16,81,1.88,2.39
49,0,0,259,259,0,7,5.0,2.0,39.5,410.2,3.4,0.5,8.0,10.0,10.0,8.99,0.11,95,0.73,4.2
64,0,61,326,326,0,5,10.0,1.4,10.8,128.3,4.7,0.1,0.9,3.0,3.0,1.51,0.66,32,0.63,2.58
81,0,22,343,343,1,6,0.0,1.2,48.3,551.6,4.5,0.2,2.8,7.0,7.0,0.29,0.51,102,1.5,0.96
35,0,68,248,248,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
65,64,173,462,462,0,3,10.0,0.2,5.9,208.3,2.9,0.6,3.0,10.0,6.0,15.5,0.01,95,0.47,5.14
72,5,19,369,374,5,17,10.0,1.5,106.2,552.3,2.5,0.6,6.2,10.0,8.0,6.82,0.23,142,1.25,0.0
72,5,19,369,374,5,8,3.33,2.0,26.7,258.4,3.6,0.5,4.7,10.0,7.0,2.83,0.21,74,0.82,0.0
41,10,21,220,230,10,12,10.0,1.9,72.2,382.8,3.9,0.7,2.9,10.0,4.0,5.05,0.15,86,0.89,0.0
41,10,21,220,230,10,4,-1.0,2.0,0.2,20.4,0.9,0.8,0.6,10.0,0.0,670.2,0.0,9,0.0,0.0
191,258,194,1249,1508,258,21,5.0,1.5,71.8,1431.0,20.9,0.2,20.7,10.0,10.0,2.34,0.27,222,1.75,2.62
99,0,184,487,487,0,3,0.0,1.9,47.2,484.2,9.1,0.0,3.9,2.0,2.0,0.21,0.86,125,0.88,0.0
39,0,18,241,241,0,11,10.0,1.0,4.9,71.5,4.4,0.9,1.2,10.0,2.0,126.18,0.07,56,0.0,0.0
109,0,82,725,725,0,6,10.0,1.5,26.8,289.1,16.0,0.5,3.3,10.0,4.0,8.09,0.17,44,0.73,0.0
109,0,82,725,725,0,2,-1.0,2.0,255.7,1249.0,2.1,0.0,3.5,2.0,2.0,0.0,0.84,236,1.3,0.0
28,0,0,48,50,0,5,-1.0,1.5,62.5,624.7,44.7,0.3,2.0,10.0,10.0,0.51,0.4,59,1.56,1.35
99,0,468,994,994,0,8,0.0,1.8,104.2,1075.9,13.7,0.4,5.0,10.0,10.0,0.08,0.21,293,1.18,5.02
136,935,519,757,1692,935,20,10.0,0.0,259.3,2345.0,24.7,0.3,27.6,10.0,10.0,1.3,0.22,196,1.67,0.0
54,30,34,306,335,30,7,10.0,0.6,34.7,545.1,3.4,0.3,9.0,10.0,10.0,0.24,0.08,229,1.5,7.21
37,30,32,130,149,19,1,-1.0,2.0,44.1,321.4,3.1,0.0,4.8,5.0,5.0,0.53,0.69,92,1.0,0.0
66,23,59,349,370,21,10,5.0,1.9,21.5,202.7,2.9,0.3,2.5,10.0,4.0,9.46,0.16,113,1.24,1.3
13,0,4,30,30,0,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
21,10,0,103,113,10,4,-1.0,1.9,14.2,86.1,0.2,0.0,0.8,1.0,1.0,4.62,0.9,43,1.0,0.0
47,0,57,332,332,0,4,10.0,1.4,65.7,676.1,2.0,0.2,3.1,10.0,9.0,1.91,0.13,115,1.09,0.0
16,0,24,69,69,0,5,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
16,0,24,69,69,0,0,5.0,2.0,56.1,630.6,3.2,0.4,10.2,9.0,9.0,0.16,0.15,198,1.7,0.0
154,0,192,868,868,1,6,0.0,1.7,59.9,428.9,7.4,0.0,1.4,2.0,2.0,0.75,0.97,84,1.13,0.0
462,1299,922,2973,4270,1297,18,10.0,1.0,143.1,1727.3,92.6,0.1,14.6,10.0,10.0,1.07,0.31,227,1.25,8.86
28,3,0,156,159,3,12,10.0,1.8,67.5,611.0,1.7,0.7,5.1,10.0,10.0,0.94,0.07,172,1.44,6.91
33,80,77,156,236,80,8,10.0,1.5,186.6,1437.5,1.5,0.5,11.2,8.0,8.0,1.4,0.25,204,1.25,9.4
19,0,41,131,131,0,7,10.0,1.1,40.9,535.1,1.3,0.9,3.9,10.0,10.0,0.0,0.0,115,1.88,5.26
70,28,61,403,431,28,5,0.0,1.6,31.7,254.0,2.1,0.0,0.9,1.0,1.0,1.52,0.95,70,1.5,0.0
70,28,61,403,431,28,1,0.0,2.0,12.6,84.8,1.7,0.6,0.4,8.0,1.0,18.19,0.2,21,1.0,0.0
164,5,9,1146,1151,5,18,10.0,1.0,262.9,1810.9,16.7,0.2,20.3,10.0,10.0,0.12,0.37,276,2.0,6.49
30,189,28,227,349,122,18,10.0,0.8,237.4,1746.4,3.7,0.3,13.9,9.0,9.0,2.41,0.06,205,1.5,6.67
43,3,3,244,244,0,9,10.0,1.1,65.3,929.2,3.0,0.4,9.4,10.0,10.0,1.21,0.15,203,1.4,6.28
79,0,0,336,336,0,6,0.0,1.8,70.2,836.9,7.9,0.0,14.1,2.0,2.0,0.01,0.55,145,1.63,5.01
77,0,3,386,386,0,10,10.0,0.5,33.3,555.5,5.8,0.3,5.4,10.0,9.0,1.25,0.41,116,1.25,2.33
9,0,0,36,36,0,4,-1.0,2.0,0.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,0.0,0.0
80,39,57,564,603,39,14,10.0,1.7,168.6,1957.6,6.2,0.2,27.0,9.0,9.0,0.24,0.12,437,1.55,1.83
101,1,96,651,652,1,16,5.0,1.0,166.3,1599.8,7.6,0.1,22.2,10.0,10.0,0.52,0.11,438,1.5,5.99
16,0,23,93,93,0,14,10.0,1.9,50.5,705.1,1.6,0.7,7.7,10.0,10.0,1.89,0.15,190,1.38,2.01
8,5,0,37,42,5,3,-1.0,2.0,4.9,47.2,0.3,0.1,1.2,1.0,1.0,31.97,0.9,8,0.25,0.0
57,120,185,311,431,120,12,10.0,1.3,83.3,1017.5,5.5,0.4,17.8,10.0,10.0,0.47,0.24,130,1.2,6.55
57,120,185,311,431,120,5,10.0,2.0,45.1,430.8,14.6,0.4,4.7,10.0,9.0,0.34,0.15,88,1.22,6.55
30,131,104,153,284,131,12,10.0,1.5,24.1,479.9,2.4,0.7,17.6,10.0,10.0,1.75,0.0,203,2.0,10.0
1142,237,646,3445,3682,237,10,10.0,0.9,122.9,1312.9,92.4,0.4,21.3,10.0,10.0,0.53,0.26,230,1.75,7.07
57,71,75,368,439,71,14,5.0,1.4,127.0,1412.2,3.7,0.2,17.6,10.0,10.0,0.19,0.0,114,2.0,5.64
23,36,31,121,157,36,5,0.0,2.0,29.5,506.6,1.3,0.8,5.6,10.0,9.0,0.77,0.05,128,1.13,4.8
23,15,28,201,216,15,5,-1.0,1.7,46.5,459.7,1.1,0.4,4.4,6.0,6.0,0.72,0.4,166,2.0,0.45
25,57,63,155,212,57,4,0.0,1.7,28.1,529.5,2.1,0.6,8.8,10.0,10.0,1.01,0.13,190,1.67,4.19
31,46,42,132,178,46,7,5.0,1.1,33.2,625.2,2.7,0.6,7.1,10.0,10.0,0.24,0.17,112,1.5,4.51
31,0,26,182,182,0,5,0.0,1.7,26.6,438.3,2.1,0.6,5.6,10.0,10.0,0.17,0.06,114,1.5,0.0
16,27,25,72,99,27,5,5.0,1.8,43.0,508.1,0.8,0.6,6.0,7.0,7.0,1.13,0.3,186,1.5,0.86
47,39,40,380,419,39,12,0.0,1.6,134.0,1200.6,4.1,0.6,18.7,10.0,10.0,0.3,0.13,221,1.75,0.79
33,77,77,186,263,77,10,5.0,1.9,41.9,504.1,2.2,0.4,5.5,10.0,10.0,0.51,0.06,117,1.25,5.32
83,238,145,340,578,238,10,10.0,1.8,88.3,755.9,15.4,0.7,5.6,10.0,10.0,0.64,0.16,166,1.67,4.18
34,57,75,163,220,57,6,10.0,1.4,32.7,518.7,1.8,0.4,7.7,10.0,10.0,0.66,0.03,123,1.13,6.21
69,55,212,416,471,55,17,5.0,1.4,147.4,1335.4,7.4,0.5,25.7,10.0,10.0,2.3,0.13,353,1.5,5.08
10,15,30,66,81,15,6,0.0,1.7,26.3,307.2,0.6,0.4,5.8,5.0,5.0,1.33,0.4,96,1.75,0.73
527,47,210,2185,2242,47,31,5.0,1.6,385.1,3078.0,63.7,0.0,31.4,10.0,10.0,0.49,0.44,229,1.36,6.59
66,35,153,414,445,35,8,5.0,2.0,152.6,1243.4,1.6,0.5,3.2,10.0,10.0,0.82,0.07,297,1.5,5.73
46,123,105,224,347,123,10,10.0,1.4,51.3,697.8,3.2,0.4,6.6,10.0,10.0,1.56,0.16,138,1.63,6.18
55,157,145,317,474,157,4,10.0,1.9,41.0,491.3,5.4,0.3,5.9,10.0,10.0,1.99,0.22,168,1.38,6.01
59,232,285,423,655,232,13,5.0,1.5,90.3,808.6,5.3,0.7,8.4,10.0,10.0,0.9,0.18,248,1.5,5.95
16,6,17,82,88,6,6,-1.0,1.2,53.8,484.6,1.0,0.8,4.6,10.0,10.0,0.0,0.0,158,1.89,6.57
57,129,159,357,486,129,15,-1.0,1.4,39.9,548.4,16.0,0.6,5.0,10.0,10.0,0.33,0.17,160,1.33,5.71
25,17,32,136,153,17,10,5.0,1.5,76.8,917.3,1.2,0.7,14.4,10.0,10.0,0.38,0.05,92,1.88,6.4
9,45,29,43,88,45,5,10.0,0.9,40.4,449.0,1.0,0.9,1.7,10.0,10.0,0.47,0.0,72,1.33,6.4
57,17,60,322,339,17,10,10.0,1.9,66.6,833.8,6.2,0.3,7.4,10.0,10.0,0.38,0.18,193,1.5,3.65
62,250,133,300,549,249,9,10.0,1.6,132.0,1398.3,4.4,0.4,13.8,9.0,9.0,1.88,0.01,256,2.25,1.17
62,250,133,300,549,249,12,10.0,2.0,40.1,238.9,1.9,0.8,2.8,10.0,6.0,9.47,0.0,127,1.11,1.17
70,69,108,346,408,62,15,10.0,1.0,123.5,1443.9,3.7,0.5,11.1,10.0,10.0,1.2,0.12,275,1.38,6.57
36,24,42,262,286,24,3,-1.0,1.8,50.1,317.3,2.7,0.0,2.5,7.0,6.0,2.83,0.46,102,0.8,0.0
14,22,14,22,44,22,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
39,84,126,213,297,84,15,10.0,1.7,50.3,600.4,2.7,0.5,6.9,10.0,10.0,0.36,0.04,186,1.33,3.94
2,6,2,6,12,6,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.33
2,6,2,6,12,6,2,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.33
19,41,65,93,134,41,4,0.0,1.8,19.5,192.5,1.5,0.0,0.8,2.0,2.0,0.0,0.8,66,1.06,0.0
30,2,33,171,173,2,6,10.0,1.6,74.6,769.1,2.1,0.7,7.1,10.0,8.0,0.82,0.0,129,1.13,0.0
23,89,78,180,269,89,4,0.0,1.6,45.3,484.4,1.9,0.6,4.1,10.0,10.0,0.74,0.09,132,1.25,1.25
12,3,45,56,59,3,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
155,285,452,931,1216,285,31,10.0,0.9,151.0,1876.7,26.9,0.2,7.8,10.0,10.0,0.19,0.3,155,1.45,10.0
66,233,202,347,584,233,15,0.0,1.7,41.8,373.5,8.4,0.0,10.2,1.0,1.0,2.61,0.89,86,1.44,0.0
66,233,202,347,584,233,6,3.33,2.0,46.6,374.9,1.6,0.0,4.8,2.0,2.0,0.02,0.96,78,1.0,0.0
95,89,29,304,393,89,11,0.0,1.2,73.3,745.3,3.8,0.4,4.1,10.0,10.0,1.58,0.17,141,1.75,4.4
72,230,0,399,629,230,9,10.0,1.0,57.1,803.8,6.6,0.2,13.9,10.0,10.0,1.34,0.13,124,1.67,8.85
31,111,134,212,323,111,18,0.0,0.2,117.6,1246.9,3.8,0.4,17.0,10.0,10.0,1.55,0.05,298,1.8,0.2
97,388,86,588,976,388,11,10.0,0.2,66.9,712.8,8.2,0.5,10.1,10.0,10.0,2.67,0.05,128,1.0,2.59
21,43,54,115,158,43,4,0.0,1.9,6.0,48.6,0.5,0.0,0.5,1.0,1.0,0.0,0.9,14,0.85,0.01
21,43,54,115,158,43,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.01
49,193,158,276,469,193,5,10.0,0.5,61.4,622.6,2.2,0.7,4.6,10.0,9.0,0.96,0.02,130,2.22,0.0
45,149,116,242,391,149,5,10.0,0.7,59.8,698.2,3.3,0.5,10.9,10.0,10.0,0.27,0.16,132,1.25,8.31
34,15,34,177,192,15,4,5.0,1.6,118.3,994.2,2.2,0.2,16.3,6.0,6.0,0.32,0.47,105,1.0,8.39
37,111,79,253,364,111,10,10.0,1.0,39.0,582.8,4.0,0.4,5.3,10.0,10.0,0.46,0.39,120,1.5,8.67
48,79,15,334,413,79,12,10.0,0.6,121.4,943.6,3.9,0.4,10.5,10.0,10.0,2.39,0.01,215,1.0,7.93
30,66,102,201,268,66,14,10.0,0.9,57.3,766.4,2.2,0.8,9.3,10.0,10.0,1.37,0.0,134,0.73,6.65
40,3,32,208,211,3,4,10.0,2.0,12.0,202.9,2.0,0.1,3.2,3.0,3.0,0.46,0.73,79,0.82,5.39
42,130,26,237,367,130,13,10.0,1.3,58.7,729.4,4.4,0.5,11.5,10.0,10.0,0.9,0.06,166,1.25,3.91
22,9,14,106,115,9,7,5.0,1.0,64.2,846.3,2.3,0.5,17.0,10.0,10.0,0.65,0.11,183,1.63,6.73
41,53,89,231,284,53,9,10.0,2.0,27.4,347.2,3.2,0.2,3.8,9.0,9.0,0.93,0.16,96,1.18,6.19
76,88,42,384,472,88,12,10.0,0.6,86.2,1338.5,5.0,0.5,13.2,10.0,10.0,4.08,0.18,182,2.63,5.4
48,55,110,218,273,55,17,0.0,0.8,26.9,395.7,2.1,0.7,5.2,10.0,8.0,1.94,0.08,104,1.0,3.28
48,55,110,218,273,55,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.28
39,3,166,259,262,3,9,10.0,1.3,78.5,651.7,2.6,0.5,3.7,10.0,10.0,2.89,0.09,149,1.31,9.0
86,258,249,461,719,258,9,10.0,0.8,89.0,851.8,10.4,0.4,6.6,10.0,10.0,1.33,0.24,168,1.75,7.95
86,258,249,461,719,258,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.95
37,81,80,239,320,81,8,-1.0,1.0,15.6,201.4,3.8,0.6,0.4,10.0,5.0,2.91,0.23,50,1.9,1.59
86,251,300,495,746,251,17,10.0,1.2,59.4,787.1,4.5,0.4,7.1,10.0,10.0,0.49,0.06,210,1.36,6.44
73,228,236,453,681,228,6,10.0,1.1,55.9,661.6,11.8,0.6,7.9,10.0,10.0,0.49,0.1,152,1.25,5.01
19,5,15,116,121,5,7,5.0,1.7,29.9,369.9,1.6,0.2,16.3,5.0,4.0,0.55,0.63,93,1.75,7.61
19,25,39,76,101,25,3,5.0,1.3,43.2,415.0,1.0,0.3,2.7,5.0,5.0,0.0,0.58,97,1.38,1.14
101,181,43,477,658,181,15,5.0,1.3,75.6,860.7,13.9,0.1,11.7,10.0,10.0,2.1,0.39,227,1.56,5.01
38,114,20,217,331,114,12,10.0,1.1,70.5,817.7,2.1,0.5,7.9,10.0,10.0,0.36,0.08,251,1.88,10.0
111,81,96,737,818,81,9,10.0,0.0,55.5,542.3,5.5,0.3,6.1,10.0,9.0,0.51,0.25,99,1.64,6.05
66,123,215,433,556,123,15,10.0,0.8,144.0,1839.3,3.8,0.5,11.0,10.0,10.0,0.36,0.04,220,1.82,8.83
74,72,91,455,527,72,7,10.0,1.5,25.6,406.3,5.1,0.2,8.7,10.0,8.0,1.13,0.31,135,1.5,8.93
74,72,91,455,527,72,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.93
38,28,168,262,291,28,7,10.0,1.7,68.2,684.2,2.8,0.7,5.6,10.0,10.0,0.16,0.09,218,1.63,8.07
115,80,13,707,787,80,7,10.0,1.1,120.4,1816.1,16.1,0.2,24.5,10.0,10.0,3.09,0.03,149,1.13,10.0
21,17,13,148,165,17,12,0.0,1.8,33.7,615.8,2.5,0.8,2.7,10.0,10.0,0.43,0.09,97,0.88,0.33
53,45,113,330,375,45,9,0.0,1.6,60.6,777.3,4.2,0.4,25.1,10.0,10.0,1.0,0.18,166,2.0,0.0
24,4,60,119,123,4,17,0.0,1.8,52.1,585.2,0.7,0.7,4.4,10.0,10.0,0.22,0.0,122,1.11,5.17
66,81,180,410,491,81,7,5.0,2.0,155.3,918.1,3.9,0.5,8.4,10.0,10.0,1.54,0.25,135,1.25,6.82
42,54,107,262,316,54,7,0.0,2.0,52.1,655.9,3.8,0.8,5.9,10.0,10.0,0.67,0.05,145,1.25,5.47
42,54,107,262,316,54,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.47
59,0,55,352,352,0,6,5.0,1.4,78.3,888.4,3.3,0.2,3.9,10.0,10.0,0.05,0.25,109,1.25,6.59
148,0,155,697,697,0,16,0.0,1.5,65.3,856.6,12.4,0.4,18.4,10.0,10.0,1.1,0.2,253,1.25,2.69
148,0,155,697,697,0,6,0.0,2.0,33.17,341.58,1.08,0.58,4.5,7.5,7.5,0.57,0.35,84,1.22,2.69
47,8,107,251,259,8,9,10.0,1.5,43.7,551.7,3.2,0.3,5.4,10.0,10.0,0.79,0.03,149,0.78,8.67
65,0,71,362,362,0,3,10.0,1.1,21.2,407.9,12.6,0.6,7.0,10.0,10.0,9.13,0.08,132,1.0,2.5
65,0,71,362,362,0,2,-1.0,2.0,12.58,143.17,1.17,0.5,1.25,8.33,5.83,17.32,0.27,87,0.85,2.5
74,0,53,485,485,0,4,5.0,1.8,71.4,608.2,4.2,0.3,4.8,10.0,10.0,0.27,0.19,136,1.6,6.54
177,0,68,1296,1296,0,14,0.0,1.9,111.5,1504.0,53.5,0.3,30.8,10.0,10.0,0.32,0.38,157,1.63,5.96
67,0,42,518,518,0,5,0.0,1.9,35.9,490.6,7.3,0.3,3.1,10.0,10.0,0.53,0.26,110,1.22,5.97
64,0,0,391,395,0,15,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9.36
64,0,0,391,395,0,14,10.0,2.0,164.8,1090.6,9.7,0.1,6.2,10.0,10.0,0.21,0.37,219,1.3,9.36
42,0,1,268,268,0,12,10.0,0.4,37.7,480.2,2.4,0.3,5.8,10.0,10.0,0.06,0.15,89,1.67,2.19
42,0,1,268,268,0,17,10.0,2.0,34.5,549.08,19.42,0.33,7.67,8.33,8.33,3.0,0.43,59,1.0,2.19
