attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final
14,0,9,234,234,0,14,1.65,1.33,0.0,16.78,1.11,1.0,0.0,10.0,0.0,0.0,0.0,2,0.0,0.0
60,2,174,1180,1182,2,7,5.0,0.67,25.33,342.33,0.44,0.22,3.11,7.78,2.22,6.18,0.28,20,1.38,4.52
681,215,343,17001,17216,215,23,5.0,0.78,602.11,6405.89,103.89,0.11,31.78,10.0,10.0,1.97,0.25,177,2.75,8.73
103,0,89,1613,1613,0,11,5.0,1.56,46.33,592.56,6.67,0.67,6.78,10.0,10.0,5.43,0.04,119,1.56,6.35
135,0,190,2601,2601,0,16,3.35,1.44,75.44,943.11,5.33,0.11,6.33,10.0,10.0,1.53,0.16,242,2.13,9.15
456,40,308,8670,8716,40,16,0.0,1.44,278.0,2996.89,18.22,0.11,26.33,10.0,10.0,8.32,0.23,294,1.44,6.42
166,60,350,2826,2886,61,6,5.0,1.89,66.33,946.56,12.67,0.33,7.33,10.0,6.67,5.46,0.15,239,2.33,8.69
144,0,42,2157,2157,0,4,10.0,1.78,78.22,658.78,2.0,0.0,4.44,0.0,0.0,0.87,0.82,92,1.33,0.0
226,0,151,5232,5232,0,8,0.0,1.56,170.89,1590.22,8.89,0.22,10.78,10.0,10.0,0.8,0.06,168,2.0,7.73
406,0,357,7625,7625,0,26,8.35,0.89,187.44,2127.89,59.33,0.0,23.11,10.0,10.0,2.28,0.4,404,1.38,7.53
202,0,284,4381,4381,0,20,10.0,0.44,96.0,1278.33,16.33,0.11,11.89,10.0,10.0,1.6,0.21,330,1.88,9.34
172,382,1430,2893,3275,382,7,6.65,1.11,109.11,1002.67,11.0,0.56,6.89,10.0,4.44,8.12,0.09,271,1.13,8.11
133,0,11,5165,5165,0,15,10.0,2.0,116.33,1669.11,6.11,0.56,3.22,10.0,8.89,7.71,0.29,76,1.46,2.61
178,36,10,3567,3603,36,10,0.0,1.44,36.22,542.33,3.11,0.44,9.22,10.0,10.0,5.92,0.11,80,1.13,3.12
109,0,1,2293,2293,0,10,10.0,1.78,38.0,424.56,3.44,0.33,2.22,10.0,6.67,28.31,0.03,88,1.5,2.71
124,11,28,2228,2241,11,7,8.35,1.11,21.78,257.56,2.33,0.78,1.78,10.0,2.22,14.92,0.0,57,1.38,5.84
92,111,0,1847,1958,111,5,10.0,1.0,20.89,380.33,4.0,0.67,2.22,10.0,6.67,11.62,0.17,71,2.22,7.83
46,0,0,554,530,0,2,0.0,1.89,0.0,19.0,0.33,0.22,0.33,3.33,1.11,0.0,0.67,4,0.0,3.29
99,2,358,2309,2286,2,15,5.0,0.89,38.78,364.11,2.11,0.56,1.22,10.0,3.33,13.81,0.22,78,1.63,7.07
104,1,13,1477,1471,1,5,0.0,1.56,24.78,211.56,2.33,0.33,0.0,8.33,7.22,22.37,0.11,44,0.72,1.64
80,4,26,1517,1521,4,9,5.0,1.78,611.78,3291.11,22.0,0.11,10.89,10.0,7.78,2.94,0.35,846,0.36,5.11
74,6,6,1538,1544,6,12,5.0,2.0,0.67,29.33,1.33,0.78,0.0,10.0,2.22,622.72,0.06,17,0.57,2.03
318,21,34,5467,5488,21,19,3.35,0.78,313.0,3984.33,7.22,0.11,24.11,7.41,7.41,1.7,0.19,238,2.0,5.02
22,2,14,374,375,2,4,0.0,1.33,1.44,19.0,0.78,0.78,0.0,10.0,0.0,0.0,0.0,8,0.0,3.25
57,17,161,1024,1041,28,11,1.65,2.0,49.22,390.0,0.89,0.33,2.0,4.81,4.81,2.38,0.33,102,1.5,1.43
121,32,13,2659,2691,32,9,0.0,2.0,40.56,480.89,3.89,0.33,6.44,10.0,10.0,10.78,0.32,119,1.8,1.45
142,0,63,2754,2750,0,7,6.65,1.44,15.44,243.67,0.89,0.67,2.56,6.67,0.0,24.46,0.22,57,1.13,3.93
73,3,12,1262,1265,3,8,5.0,0.78,3.11,104.67,2.67,0.67,1.22,10.0,5.56,148.6,0.0,68,0.76,2.47
32,5,59,648,653,5,9,-1.0,1.44,104.0,672.0,3.56,0.33,0.0,10.0,10.0,7.36,0.45,107,1.25,1.99
96,0,54,2245,2245,0,18,1.65,0.67,23.33,224.0,1.44,0.89,1.67,10.0,7.78,60.4,0.0,45,0.65,5.01
83,7,10,1697,1704,7,12,3.35,0.44,12.33,150.89,2.0,0.78,0.44,10.0,3.33,33.7,0.04,27,1.13,5.71
419,0,66,9539,9532,0,34,10.0,1.67,328.22,3539.78,14.0,0.22,26.44,10.0,8.89,8.55,0.07,501,2.13,2.77
14,0,200,359,359,0,4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.65
75,17,53,643,641,17,4,0.0,2.0,1.78,24.89,0.0,0.0,0.56,0.0,0.0,203.86,1.0,10,0.0,0.47
131,27,113,2729,2756,27,7,3.3,2.0,3.0,163.44,1.0,0.56,1.89,10.0,10.0,44.02,0.0,30,0.0,2.54
212,199,452,4207,4409,199,4,6.65,0.56,53.22,512.11,9.78,0.67,8.44,10.0,3.33,32.16,0.05,131,1.5,7.55
129,21,62,3004,3061,21,17,5.0,1.0,141.33,1200.89,5.67,0.44,12.44,10.0,10.0,6.53,0.25,245,1.1,7.12
149,70,15,3761,3841,70,7,0.0,2.0,18.33,362.56,1.89,0.67,3.78,10.0,8.89,7.09,0.07,61,1.88,1.17
174,53,265,3758,3810,53,8,0.0,1.67,37.78,692.0,1.33,0.0,6.56,4.08,4.08,0.44,0.33,88,1.38,2.63
12,0,0,182,180,0,4,-1.0,1.78,10.78,180.78,0.78,0.0,0.89,0.0,0.0,0.75,0.92,19,0.88,1.46
49,22,41,997,1018,22,8,5.0,2.0,11.22,180.78,0.56,0.44,1.11,8.52,8.52,19.78,0.11,29,1.22,2.08
136,8,161,2845,2857,8,19,5.0,2.0,42.44,498.67,3.33,0.44,5.44,10.0,5.56,16.09,0.3,92,1.75,5.09
228,63,17,4487,4548,63,8,8.35,2.0,240.44,1725.56,13.0,0.22,9.44,10.0,8.89,0.72,0.24,108,1.38,3.16
657,16,81,13023,13036,18,25,8.35,1.44,240.44,3473.44,49.67,0.0,42.78,10.0,10.0,2.23,0.21,275,1.75,5.46
128,44,225,2520,2564,44,7,0.0,0.67,34.44,377.78,1.67,0.89,5.78,10.0,2.22,13.93,0.02,43,0.89,5.15
125,45,293,1185,1226,45,12,5.0,2.0,139.22,704.56,17.11,0.44,5.78,8.89,5.56,14.68,0.29,171,1.5,2.39
118,0,159,2001,2001,0,8,5.0,2.0,41.44,514.56,3.44,0.44,7.11,8.89,8.89,6.83,0.24,100,1.38,4.2
38,0,91,828,828,0,2,3.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.58
38,53,48,606,650,53,8,-1.0,2.0,36.89,2465.67,2.11,0.67,1.89,10.0,2.22,12.57,0.19,48,1.38,0.96
139,97,291,2756,2853,97,6,5.0,1.11,48.78,769.33,8.44,0.11,7.89,8.52,8.52,1.89,0.38,152,1.25,5.14
25,0,17,494,494,0,7,0.0,1.22,0.0,18.11,1.33,0.89,0.11,10.0,0.0,0.0,0.0,11,0.0,0.0
25,0,17,494,494,0,14,0.0,2.0,33.67,314.11,2.67,0.56,3.67,10.0,3.33,19.71,0.19,92,1.25,0.0
107,0,169,3354,3351,0,16,0.0,1.33,78.56,442.22,4.11,0.56,2.22,10.0,5.56,35.75,0.28,90,1.56,0.0
107,0,169,3354,3351,0,8,0.0,2.0,41.78,313.44,6.67,0.56,3.33,10.0,4.44,15.19,0.09,119,1.3,0.0
584,49,3523,10686,10734,49,20,5.0,0.78,246.78,2622.56,47.89,0.0,45.67,10.0,10.0,3.36,0.48,449,2.0,2.62
181,0,316,2317,2307,0,15,0.0,2.0,130.11,701.56,15.78,0.44,5.56,7.78,3.33,24.5,0.35,173,1.07,0.0
138,0,105,2789,2781,0,15,5.0,2.0,57.78,652.33,10.78,0.33,5.89,10.0,6.67,6.33,0.03,113,1.13,0.0
66,0,68,1718,1348,0,8,0.0,1.11,0.67,49.11,3.67,0.44,0.33,10.0,2.22,0.0,0.0,9,0.0,0.0
66,0,68,1718,1348,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
246,42,456,4967,4950,42,9,0.0,2.0,92.0,1019.67,42.56,0.0,4.33,9.63,9.63,0.8,0.48,225,1.22,1.35
89,0,103,1298,1296,0,8,10.0,1.33,149.78,1206.67,4.0,0.33,3.22,10.0,10.0,1.03,0.2,99,1.18,5.02
374,0,629,8157,8157,0,7,0.0,1.11,175.67,1956.11,17.78,0.11,20.78,8.52,8.52,0.69,0.33,341,1.43,7.21
74,24,263,1217,1257,24,5,0.0,1.78,121.33,853.67,3.22,0.0,2.67,1.86,1.86,0.19,0.59,158,1.5,0.0
147,0,136,2743,2743,0,4,0.0,2.0,68.33,834.89,4.11,0.11,10.67,5.56,5.56,0.72,0.54,170,1.6,1.3
131,0,266,2100,2100,0,3,0.0,1.67,61.56,994.89,9.56,0.11,3.44,3.33,3.33,0.96,0.69,128,1.6,0.0
2650,1756,11290,63985,65713,1733,41,6.65,1.78,494.56,7043.22,671.67,0.11,41.11,9.63,9.63,3.41,0.24,510,1.55,8.86
88,46,84,1183,1229,46,1,8.35,1.22,20.89,288.11,3.0,0.67,6.78,8.52,5.19,38.75,0.12,78,1.22,6.91
247,706,1080,4303,5000,706,11,5.0,1.22,1110.89,8804.78,5.0,0.33,20.56,10.0,10.0,4.71,0.16,389,1.3,9.4
133,0,118,1804,1804,0,8,-1.0,1.0,113.56,897.22,7.0,0.44,9.22,10.0,4.44,4.08,0.3,108,2.0,5.26
19,0,3,107,107,0,4,0.0,2.0,2.0,18.33,0.56,0.0,0.0,0.0,0.0,0.33,0.89,3,1.3,0.0
19,0,3,107,107,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
394,0,565,5963,5963,0,14,5.0,1.33,215.67,2855.11,26.89,0.11,32.44,10.0,8.89,1.83,0.35,519,1.88,6.49
143,0,2,2330,2330,0,9,5.0,1.0,206.0,1763.0,4.44,0.0,14.33,5.19,5.19,1.79,0.47,198,1.13,6.67
186,40,53,2709,2704,40,16,5.0,1.22,679.33,5628.56,20.0,0.0,24.11,7.97,7.97,1.1,0.31,709,1.73,6.28
625,169,309,11028,11187,169,35,1.65,1.78,367.89,4089.11,21.33,0.11,66.0,9.08,9.08,0.6,0.09,233,1.63,5.01
279,0,701,5004,4906,0,9,0.0,1.11,70.56,1331.0,15.67,0.0,17.22,2.97,2.97,1.81,0.67,140,1.9,2.33
91,0,87,1506,1506,0,8,-1.0,1.44,138.33,1566.67,2.33,0.44,11.11,7.78,6.67,1.2,0.22,259,2.0,0.0
185,0,337,3766,3766,0,4,3.35,1.11,93.33,1213.67,5.33,0.11,11.11,5.56,5.56,0.72,0.47,146,1.5,1.83
537,1,1231,9006,9006,1,39,3.35,1.67,516.78,4520.67,31.78,0.0,46.33,9.08,9.08,1.29,0.2,410,1.78,5.99
68,0,217,1009,1009,0,17,5.0,2.0,11.11,129.33,2.0,0.56,2.56,7.41,0.74,50.51,0.26,25,0.88,2.01
319,62,853,6400,6440,62,10,10.0,0.67,198.44,1775.56,27.0,0.0,28.56,10.0,10.0,1.2,0.35,272,1.63,6.55
319,62,853,6400,6440,62,5,10.0,2.0,109.11,1035.0,26.33,0.22,6.44,10.0,10.0,3.0,0.11,175,1.13,6.55
327,120,1774,6828,6946,118,11,10.0,1.11,73.0,1872.0,15.22,0.44,17.67,10.0,10.0,5.66,0.12,240,1.3,10.0
260,552,1485,4244,4793,552,9,5.0,0.44,129.78,1197.11,13.56,0.56,10.11,10.0,7.78,8.37,0.08,160,1.73,7.07
349,16,529,5452,5460,16,11,0.0,1.78,196.44,2034.78,21.89,0.0,19.33,10.0,10.0,1.28,0.36,203,2.13,5.64
56,135,162,1056,1191,135,5,0.0,2.0,6.11,65.89,1.22,0.67,0.56,10.0,1.11,505.99,0.09,15,0.54,4.8
55,4,41,637,641,4,11,-1.0,1.56,92.33,918.33,3.56,0.33,7.56,5.19,5.19,1.18,0.46,298,2.63,0.45
77,0,294,1189,1189,1,5,0.0,2.0,102.11,404.33,1.33,0.56,15.33,10.0,3.33,191.76,0.08,17,0.65,4.19
115,8,175,1543,1541,8,6,0.0,1.11,12.89,181.67,1.0,1.0,1.0,10.0,2.22,31.05,0.0,37,0.89,4.51
16,0,32,155,155,0,2,-1.0,2.0,2.33,45.0,0.0,0.0,0.0,0.0,0.0,2.62,1.0,28,0.88,0.0
103,97,349,1767,1864,97,7,0.0,1.22,44.22,1496.78,4.89,0.22,6.33,10.0,10.0,0.19,0.15,331,2.18,0.86
289,148,491,5555,5690,148,11,5.0,1.33,180.78,1792.78,6.67,0.11,21.78,10.0,10.0,0.43,0.13,245,2.9,0.79
332,167,1433,5550,5717,186,11,10.0,1.67,447.11,6364.56,14.33,0.22,24.44,10.0,10.0,1.5,0.22,690,1.88,5.32
129,396,393,2150,2546,396,13,3.35,2.0,83.44,718.22,3.22,0.67,5.0,10.0,10.0,22.26,0.14,142,1.22,4.18
310,786,805,4174,4958,786,7,3.35,0.44,109.33,908.22,7.78,0.56,11.0,10.0,4.44,12.26,0.1,165,1.75,6.21
597,393,1252,13667,14032,393,27,0.0,1.89,386.0,2548.56,52.89,0.22,38.67,10.0,7.78,11.14,0.1,349,1.64,5.08
81,150,162,1355,1505,150,2,-1.0,1.22,0.11,46.89,0.89,0.89,1.33,10.0,2.22,20186.0,0.0,19,0.0,0.73
2466,0,5177,52986,52974,0,31,10.0,1.22,600.0,7654.0,511.33,0.0,51.67,10.0,10.0,0.66,0.32,166,1.63,6.59
228,1695,998,4121,5816,1695,12,5.0,2.0,100.78,1022.11,9.11,0.56,14.22,10.0,5.56,12.84,0.19,194,1.5,5.73
202,620,691,3522,4130,620,11,3.35,1.89,72.44,1414.78,7.78,0.11,19.89,7.41,7.41,5.78,0.35,228,1.63,6.18
249,356,539,4454,4929,356,9,0.0,1.33,100.89,1175.67,18.67,0.22,12.33,9.63,7.41,10.08,0.46,355,1.38,6.01
206,640,890,3059,3697,640,7,5.0,2.0,73.33,1020.0,9.56,0.67,10.33,10.0,3.33,14.44,0.04,130,1.38,5.95
258,0,339,4464,4464,0,14,5.0,1.56,128.44,1213.11,33.78,0.33,8.89,10.0,7.78,7.13,0.3,269,1.63,6.57
99,308,252,1506,1814,308,7,6.65,1.44,54.78,602.0,1.78,0.22,3.44,10.0,5.56,10.12,0.13,108,1.89,5.71
269,86,386,4646,4732,86,11,5.0,1.44,168.56,2051.78,8.11,0.56,18.56,10.0,7.78,5.65,0.0,157,1.75,6.4
15,75,59,119,189,75,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.4
143,8,243,3059,3082,8,10,0.0,1.11,69.0,917.67,9.56,0.22,4.22,10.0,8.89,13.86,0.11,102,1.63,3.65
246,1673,963,5167,6822,1673,16,0.0,2.0,878.11,13100.67,13.22,0.0,65.22,7.97,7.97,3.55,0.26,366,2.0,1.17
246,1673,963,5167,6822,1673,12,8.9,2.0,450.56,2177.22,3.89,0.44,14.0,10.0,5.56,4.2,0.09,237,1.5,1.17
228,6,532,4050,4050,0,10,10.0,0.89,147.22,1865.89,24.44,0.22,8.78,8.52,5.19,3.19,0.3,203,1.5,6.57
65,0,4,828,828,0,11,1.65,1.89,10.56,151.22,0.33,0.0,0.78,0.0,0.0,0.48,0.93,9,1.45,0.0
327,414,1045,7222,7636,414,12,5.0,1.67,280.0,2410.22,13.78,0.0,18.44,10.0,10.0,1.04,0.03,419,1.75,3.94
18,0,26,173,173,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.33
18,0,26,173,173,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.33
202,0,770,2905,2905,0,12,-1.0,1.78,116.33,1270.33,6.67,0.0,11.0,3.89,3.89,2.46,0.48,186,1.22,0.0
189,67,227,2576,2626,67,6,6.65,0.89,69.22,874.67,9.56,0.22,7.67,10.0,10.0,1.02,0.23,164,2.44,1.25
538,992,2731,9107,10096,989,32,10.0,1.11,324.22,3809.0,40.78,0.0,27.11,10.0,10.0,3.72,0.32,313,2.13,10.0
81,0,209,1108,1108,0,5,0.0,0.0,129.67,953.11,7.67,0.67,4.33,9.63,4.08,7.71,0.04,146,1.75,4.4
336,150,606,7310,7466,150,10,10.0,1.22,141.22,1937.0,19.67,0.11,21.0,10.0,10.0,2.22,0.15,181,1.89,8.85
91,348,463,1284,1609,348,2,-1.0,1.78,15.22,121.89,2.33,0.0,2.44,1.11,1.11,6.12,0.9,31,0.54,0.2
473,5,758,7592,7597,5,8,10.0,1.44,81.78,1205.11,72.56,0.0,5.56,5.19,5.19,1.54,0.55,158,0.82,2.59
415,1125,659,7461,8586,1125,12,10.0,1.44,183.89,1894.44,58.56,0.11,8.44,10.0,10.0,2.41,0.39,211,1.25,8.31
175,0,156,2126,2126,0,8,10.0,1.78,153.67,1517.56,8.22,0.11,8.67,10.0,10.0,0.12,0.25,152,1.11,8.39
205,379,166,3525,3904,379,6,10.0,0.89,86.11,1278.33,23.67,0.22,12.0,10.0,10.0,1.16,0.25,274,1.63,8.67
231,914,160,3881,4767,887,15,10.0,0.0,156.22,1503.22,17.67,0.22,10.67,10.0,10.0,1.72,0.14,161,1.25,7.93
168,413,268,2664,3077,413,26,10.0,0.33,111.67,1287.22,4.11,0.22,6.89,10.0,10.0,1.01,0.08,210,1.2,6.65
106,0,3,792,795,0,2,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.39
342,193,191,8125,8318,193,16,10.0,1.22,144.0,4038.56,14.56,0.11,18.0,10.0,10.0,1.61,0.36,325,1.67,3.91
196,0,880,2693,2693,0,10,10.0,1.22,119.78,1624.11,5.22,0.22,20.89,10.0,10.0,0.46,0.26,271,1.75,6.73
247,0,367,3543,3543,0,7,10.0,2.0,102.11,1103.11,9.22,0.0,13.56,6.67,6.67,1.0,0.45,286,1.69,6.19
194,346,319,2864,3210,346,8,5.0,1.11,72.89,828.56,5.56,0.33,8.22,10.0,5.56,5.4,0.22,235,1.63,5.4
209,478,1007,3355,3833,478,11,5.0,1.89,180.67,1431.44,5.22,0.33,7.33,10.0,10.0,2.06,0.15,126,1.22,3.28
209,478,1007,3355,3833,478,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.28
240,0,1060,4766,4239,0,13,10.0,1.67,179.22,1670.56,18.67,0.0,18.67,10.0,10.0,0.49,0.39,312,1.63,9.0
366,1058,1358,5936,6987,1058,17,10.0,1.78,127.56,1680.89,60.89,0.11,18.33,9.63,9.63,1.86,0.15,172,1.13,7.95
366,1058,1358,5936,6987,1058,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.95
96,133,255,1148,1281,133,10,10.0,1.44,1.22,66.0,1.11,0.89,0.33,10.0,7.78,21.9,0.0,33,1.56,1.59
529,1368,2725,9659,11027,1368,22,5.0,2.0,325.22,3520.44,18.22,0.11,28.22,9.44,9.44,0.4,0.24,237,1.5,6.44
301,892,1008,3873,4759,892,4,0.0,2.0,119.0,1183.67,64.44,0.0,4.0,4.08,4.08,0.22,0.6,177,2.13,5.01
204,0,747,3109,3108,0,14,10.0,1.33,84.78,916.67,19.33,0.33,7.89,10.0,6.67,1.78,0.21,183,1.75,7.61
122,0,318,2144,2144,0,4,10.0,1.33,68.11,787.78,0.89,0.11,60.78,1.48,1.48,0.41,0.7,126,1.38,1.14
474,910,712,10020,10929,910,17,10.0,2.0,137.33,1815.67,40.56,0.56,21.56,10.0,7.78,13.22,0.16,201,2.0,5.01
252,612,209,6346,6958,631,21,10.0,0.22,134.78,1944.33,37.89,0.22,9.11,10.0,10.0,1.11,0.35,304,1.78,10.0
296,0,483,4774,4774,0,17,8.35,1.0,148.44,1821.0,14.33,0.0,18.44,4.08,4.08,1.32,0.5,192,1.88,6.05
267,0,894,5625,5625,0,16,5.0,1.0,233.56,3338.0,17.11,0.22,13.33,10.0,10.0,1.25,0.1,358,2.38,8.83
376,8,433,6119,6119,8,23,10.0,1.33,164.44,2094.44,57.78,0.0,20.56,9.63,9.63,2.18,0.31,367,1.88,8.93
376,8,433,6119,6119,8,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.93
253,138,969,4052,4190,138,19,10.0,1.0,134.33,1578.44,9.78,0.0,16.67,10.0,10.0,0.38,0.23,293,1.44,8.07
341,18,565,6761,6785,19,10,10.0,0.89,212.56,2925.67,23.11,0.11,16.56,10.0,10.0,3.76,0.33,325,1.5,10.0
34,0,5,329,329,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.33
67,0,197,748,748,0,1,-1.0,2.0,14.44,226.33,0.11,0.11,2.67,1.11,1.11,0.25,0.89,72,1.0,0.0
104,0,306,1313,1312,0,12,10.0,1.56,145.67,7372.0,3.11,0.33,5.0,10.0,10.0,0.49,0.19,176,1.78,5.17
118,32,203,1105,1132,32,15,5.0,1.11,79.56,748.67,6.78,0.56,8.22,9.63,4.08,6.09,0.18,80,1.25,6.82
117,0,251,1367,1275,0,9,8.35,1.89,114.78,1424.56,9.78,0.11,15.0,4.07,4.07,0.56,0.52,82,1.38,5.47
117,0,251,1367,1275,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.47
191,0,354,2495,2479,0,14,5.0,1.56,249.11,1998.44,5.33,0.11,10.89,10.0,8.89,2.69,0.2,202,1.25,6.59
92,0,68,904,900,0,7,5.0,1.89,11.89,125.11,0.0,0.0,0.11,0.0,0.0,0.0,1.0,21,1.38,2.69
92,0,68,904,900,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.69
114,0,337,1755,1754,0,8,5.0,1.56,47.11,523.56,4.89,0.22,4.44,10.0,7.78,2.43,0.03,83,0.92,8.67
261,8,763,4569,4577,8,6,10.0,0.78,147.44,1572.11,17.11,0.0,23.22,8.33,8.33,2.72,0.37,152,1.22,2.5
261,8,763,4569,4577,8,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.5
138,0,344,1775,1775,0,4,5.0,1.78,14.33,226.22,4.33,0.33,2.0,7.78,2.22,9.41,0.33,57,1.22,6.54
531,0,1892,7317,7323,0,15,10.0,1.67,130.78,2011.89,31.56,0.0,21.89,10.0,8.89,7.47,0.29,233,1.31,5.96
93,0,8,1014,1014,0,7,0.0,2.0,3.0,87.0,0.78,0.78,0.0,10.0,1.11,65.81,0.0,67,1.11,5.97
313,0,404,8875,8883,0,22,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9.36
313,0,404,8875,8883,0,19,10.0,0.89,281.89,2470.33,16.11,0.22,22.33,10.0,10.0,4.39,0.27,297,1.38,9.36
932,2801,603,19131,19485,356,33,5.0,1.11,402.44,5412.11,139.44,0.11,64.56,10.0,10.0,4.49,0.35,507,1.38,2.19
932,2801,603,19131,19485,356,20,10.0,2.0,128.33,1580.78,27.67,0.11,33.0,8.89,8.89,4.78,0.48,251,1.77,2.19
549,4,897,8671,8675,4,18,5.0,0.89,333.56,3423.89,40.44,0.0,27.89,10.0,10.0,5.4,0.16,282,1.56,4.02
549,4,897,8671,8675,4,31,4.43,2.0,114.22,1056.78,7.11,0.11,6.44,10.0,10.0,3.73,0.03,211,2.2,4.02
287,0,700,4228,4218,0,6,-1.0,2.0,90.56,1059.33,18.0,0.44,22.56,8.52,6.3,14.55,0.36,112,0.88,5.88
117,0,134,1354,1354,0,7,10.0,1.33,81.56,886.89,6.44,0.11,7.22,10.0,7.78,4.28,0.23,184,1.5,6.5
58,0,28,1096,1096,0,4,3.35,0.67,9.56,68.11,5.78,0.33,0.22,10.0,3.33,787.94,0.4,37,0.0,1.55
313,0,545,4960,4914,0,6,5.0,2.0,55.44,867.0,25.78,0.67,12.33,9.63,5.19,9.24,0.18,184,1.08,5.64
96,0,501,1217,1217,0,2,-1.0,1.89,107.44,1280.44,0.0,0.0,0.0,0.0,0.0,0.23,1.0,339,0.82,0.81
96,0,501,1217,1217,0,7,8.9,2.0,1.0,6.67,0.22,0.0,0.11,0.0,0.0,0.0,1.0,2,0.0,0.81
154,0,146,2139,2139,0,5,5.0,1.78,45.56,634.78,10.67,0.44,5.22,10.0,3.33,19.18,0.23,209,1.38,7.65
181,0,265,1923,1923,0,5,0.0,1.56,21.33,283.78,5.0,0.33,1.78,8.89,5.56,20.26,0.32,67,1.38,4.4
102,0,50,1984,1991,0,10,5.0,1.22,89.44,1080.44,11.33,0.33,7.0,10.0,8.89,4.87,0.21,195,2.11,1.17
150,0,155,1834,1832,0,4,10.0,1.44,82.22,814.89,7.22,0.44,5.22,7.78,5.56,4.97,0.32,137,1.38,8.82
